100;543.1;672;17.6
200;1285.3;1544;35.2
300;2094.4;2488;45.9
400;2959.2;3488;49
500;3848.5;4488;59.2
600;4794.3;5576;68.9
700;5750.7;6676;80.5
800;6712.2;7776;94.4
900;7714.9;8876;103.3
1000;8694.9;9976;117
1100;9740.4;11152;131.9
1200;10792.9;12352;141.1
1300;11846.9;13552;150.1
1400;12898.5;14752;164.6
1500;13962.8;15952;178.4
1600;15042.7;17152;190.4
1700;16139.9;18352;203.2
1800;17226.9;19552;218.5
1900;18321;20752;226.1
2000;19424.8;21952;238.4
2100;20535.7;23204;252.5
2200;21649.2;24504;268.5
2300;22809.7;25804;281.1
2400;23949.3;27104;293.3
2500;25109.9;28404;301.2
2600;26264;29704;317.6
2700;27440.5;31004;327.4
2800;28590.1;32304;353.2
2900;29759.3;33604;374.1
3000;30916;34904;382.4
3100;32075.6;36204;382.6
3200;33271.2;37504;405.6
3300;34460.9;38804;406
3400;35647.3;40104;424.8
3500;36844.2;41404;433.7
3600;38043.2;42704;451.5
3700;39225.9;44004;463.3
3800;40429.4;45304;473.7
3900;41633;46604;483.4
4000;42819.3;47904;502.3
4100;44017.8;49208;511.8
4200;45285.9;50608;523.1
4300;46518.9;52008;541.2
4400;47727.4;53408;563.1
4500;48992.1;54808;565.2
4600;50246.7;56208;578.4
4700;51493.5;57608;593.3
4800;52712.9;59008;605.5
4900;53971.2;60408;616.4
5000;55208.6;61808;631.3
5100;56470.1;63208;642
5200;57717.4;64608;653.7
5300;58990;66008;680.3
5400;60259.2;67408;690.1
5500;61524.7;68808;701.9
5600;62783.1;70208;712.1
5700;64059.9;71608;742.2
5800;65329.4;73008;741.9
5900;66584.3;74408;752.5
6000;67849.1;75808;765.1
6100;69112.7;77208;780.3
6200;70403.4;78608;791.8
6300;71643.1;80008;813
6400;72931.7;81408;822.5
6500;74220.7;82808;855
6600;75550.8;84208;858.5
6700;76828.5;85608;876.1
6800;78083.3;87008;878.7
6900;79384.4;88408;903.1
7000;80677.3;89808;907.2
7100;81946.4;91208;915.2
7200;83262.5;92608;926
7300;84543.7;94008;948.9
7400;85862.2;95408;958.3
7500;87151.2;96808;974.8
7600;88432.6;98208;987.4
7700;89728.9;99608;999.8
7800;91037.6;101008;1017.5
7900;92344.1;102408;1036.3
8000;93612.4;103808;1037.3
8100;94966.8;105208;1053.6
8200;96254.4;106616;1064.5
8300;97590.7;108116;1081.3
8400;98926.3;109616;1103.4
8500;100264;111116;1117.3
8600;101611;112616;1131.3
8700;102931;114116;1141.5
8800;104265;115616;1157.7
8900;105630;117116;1173.2
9000;106988;118616;1183.6
9100;108315;120116;1206.7
9200;109659;121616;1214.5
9300;111014;123116;1232.4
9400;112377;124616;1245.2
9500;113703;126116;1257.9
9600;115039;127616;1282.5
9700;116410;129116;1292.4
9800;117722;130616;1302.3
9900;119120;132116;1333.8
10000;120429;133616;1330.2
