n;avg;min;max;standard_deviation
100;1369.01;750;2449;321.82
200;3314.57;1570;5377;840.13
300;5784.64;3155;10246;1436.75
400;8136.73;4671;14096;2180.16
500;10261.05;5132;18746;2905.41
600;12557.66;6391;26367;3554.31
700;15779.86;7949;31021;4144.01
800;18829.22;9736;34939;5072.25
900;20046.07;11884;38035;5165.33
1000;22647.11;11112;38206;5850.35
1100;25622.20;12898;46079;7064.43
1200;27386.53;14820;49554;8072.80
1300;32001.52;16955;51623;8252.53
1400;34303.64;20186;63805;8856.12
1500;35225.68;18544;57751;8298.38
1600;41514.61;21192;68798;11402.59
1700;43033.39;21613;78495;11058.51
1800;45114.30;23446;75653;12736.00
1900;49286.57;26798;82769;12558.32
2000;51617.01;26366;92075;14735.16
2100;53621.46;29132;86669;13566.27
2200;57228.33;33236;89456;13849.01
2300;60007.20;32777;104071;14920.16
2400;67105.84;31226;126740;18484.75
2500;66940.65;34441;126614;17544.97
2600;70020.05;36687;124170;18858.31
2700;73092.26;36393;145110;20453.86
2800;78201.98;43156;136215;20028.08
2900;76175.53;43119;131307;18289.97
3000;84108.66;40003;153508;22017.98
3100;85848.85;38483;143961;23075.76
3200;87742.59;44690;141921;22398.38
3300;91855.56;51529;147284;23452.52
3400;98324.67;52941;180780;25863.49
3500;98939.06;54409;157547;25448.77
3600;97100.16;52457;168607;23126.14
3700;102742.70;57840;190425;27551.81
3800;102763.87;59725;159466;25361.86
3900;111655.39;54262;198911;26823.75
4000;111435.60;58365;204198;31225.01
4100;124762.01;66143;185591;31392.83
4200;122109.94;65919;218988;31619.12
4300;127731.42;60467;231359;36235.35
4400;126547.73;77264;199235;30007.05
4500;129909.20;62881;226282;34719.19
4600;126027.44;61298;279010;34340.91
4700;136303.19;72122;249140;36182.37
4800;139597.31;76439;234604;34354.58
4900;141540.01;87139;273957;36541.08
5000;145313.18;77229;251202;37653.90
5100;153868.79;80044;249664;38814.05
5200;148596.74;89016;272233;39198.06
5300;155530.62;83987;310425;39761.31
5400;153087.92;86535;316693;39178.01
5500;162762.27;92907;269655;40967.35
5600;167934.78;91476;272247;40422.30
5700;167189.74;100998;285420;41338.90
5800;176379.11;93300;306698;47446.05
5900;177866.10;86400;337122;45202.59
6000;184704.94;99234;342597;51781.45
6100;188601.37;111903;319849;48222.28
6200;185164.52;93363;378144;61379.03
6300;190720.45;96403;328225;49401.04
6400;195844.50;96378;344762;51174.64
6500;200015.50;114341;510274;57694.62
6600;191650.72;104833;325483;50280.06
6700;208336.12;107182;382041;61797.44
6800;212543.51;104871;422807;58885.46
6900;205784.88;115735;430526;60410.19
7000;203100.50;112064;401621;54004.34
7100;215705.85;124312;465958;55484.05
7200;215124.04;116906;462015;62682.51
7300;220360.00;119773;374661;50951.80
7400;224087.41;122815;399105;56527.07
7500;229932.90;115363;495030;76701.76
7600;235936.76;124573;400766;61345.07
7700;244629.31;120193;416137;70506.05
7800;236130.49;125661;398083;60110.14
7900;249720.98;126200;524620;62566.62
8000;242457.92;128848;458372;64119.60
8100;248696.53;137341;377609;53351.27
8200;262555.02;135779;617091;71356.16
8300;270367.40;127166;458507;74936.18
8400;282488.65;145634;456779;72360.78
8500;270113.77;142569;452732;67452.12
8600;284449.33;137010;486983;69036.73
8700;281130.62;148356;484216;67308.78
8800;280174.18;142006;522461;71771.29
8900;283722.89;142131;537400;78530.97
9000;280491.80;149113;482353;76937.57
9100;282696.05;153911;545093;77051.44
9200;289645.10;161579;509655;78572.32
9300;312001.74;171156;554912;91556.49
9400;288499.91;160654;563535;77896.44
9500;290087.06;148616;498235;78638.20
9600;295555.85;160239;619320;91120.21
9700;304871.91;162694;595090;77305.05
9800;308843.26;171853;536432;85759.02
9900;322095.67;166446;557641;84493.70
10000;329597.24;156229;552695;92513.71
