n;avg;min;max;standard_deviation
100;2;2;4;0.97
200;9;8;18;0.99
300;6;6;9;0.98
400;12;11;29;2.15
500;12;10;23;1.97
600;21;20;38;2.66
700;17;16;34;3.00
800;7;6;15;1.20
900;37;34;65;4.11
1000;8;8;17;1.12
1100;19;18;34;2.29
1200;31;29;57;4.08
1300;52;49;82;5.10
1400;46;44;59;2.80
1500;43;34;71;7.33
1600;14;13;23;1.63
1700;49;47;82;5.08
1800;55;52;81;4.47
1900;20;19;34;1.81
2000;29;23;58;8.23
2100;35;33;52;2.91
2200;97;92;143;6.81
2300;19;18;28;1.49
2400;121;46;196;41.26
2500;71;68;103;4.26
2600;74;70;113;5.35
2700;60;57;83;4.08
2800;48;44;72;6.04
2900;63;59;90;5.59
3000;64;61;90;4.64
3100;96;80;190;27.56
3200;152;144;200;10.83
3300;40;27;78;7.97
3400;53;50;84;5.50
3500;23;22;48;4.29
3600;77;58;143;24.78
3700;139;133;189;8.88
3800;116;95;183;21.41
3900;20;19;30;1.32
4000;58;52;83;7.34
4100;60;56;86;5.24
4200;159;135;243;32.99
4300;31;30;40;2.31
4400;75;57;163;27.61
4500;40;38;72;4.66
4600;75;48;143;31.78
4700;149;141;193;9.29
4800;80;54;161;31.88
4900;101;95;141;6.68
5000;113;93;145;8.11
5100;161;132;217;19.43
5200;54;50;82;5.95
5300;67;14;119;31.10
5400;106;91;154;18.37
5500;223;209;283;14.84
5600;72;66;93;4.05
5700;153;119;213;21.44
5800;69;65;108;7.39
5900;130;107;257;47.16
6000;85;35;168;43.63
6100;51;36;195;38.71
6200;202;192;247;10.39
6300;153;20;247;64.86
6400;165;148;222;13.45
6500;247;98;374;97.57
6600;50;45;116;12.18
6700;119;112;168;9.46
6800;175;25;238;60.61
6900;181;108;272;47.10
7000;325;213;462;83.98
7100;174;131;245;37.18
7200;150;112;234;24.46
7300;55;19;223;64.70
7400;196;95;285;42.66
7500;202;189;271;15.29
7600;146;137;194;10.66
7700;181;172;236;10.98
7800;85;38;125;13.15
7900;244;96;334;42.41
8000;84;67;251;43.29
8100;314;139;404;51.84
8200;292;166;355;24.62
8300;335;130;423;61.27
8400;95;67;138;11.64
8500;174;161;217;11.64
8600;228;117;352;69.84
8700;84;76;128;9.02
8800;134;79;240;49.92
8900;167;127;248;40.94
9000;212;190;251;12.29
9100;352;106;499;122.30
9200;282;216;350;32.91
9300;192;159;276;30.86
9400;296;270;372;21.36
9500;83;78;110;4.74
9600;50;34;163;35.34
9700;304;269;391;32.73
9800;235;208;288;19.45
9900;92;67;184;36.33
10000;197;41;261;33.34
