n;avg;min;max;standard_deviation
100;5;2;12;2.14
200;7;2;17;2.32
300;9;3;23;4.02
400;13;3;37;5.88
500;13;4;27;5.37
600;16;5;35;7.04
700;17;4;43;8.40
800;19;4;51;9.07
900;23;6;59;10.98
1000;23;6;74;12.20
1100;27;6;73;12.86
1200;30;5;61;12.40
1300;30;6;70;14.85
1400;35;5;102;17.51
1500;38;7;86;16.79
1600;35;5;87;16.20
1700;42;7;123;19.77
1800;41;5;88;18.67
1900;45;10;104;22.87
2000;47;10;98;21.06
2100;49;8;154;24.94
2200;47;8;116;23.43
2300;52;11;128;25.18
2400;58;10;137;28.55
2500;57;8;122;26.60
2600;56;8;132;28.62
2700;62;10;155;30.22
2800;61;10;154;30.45
2900;71;17;184;33.42
3000;66;10;181;33.65
3100;71;10;236;39.19
3200;71;11;151;34.00
3300;64;12;155;35.24
3400;77;14;191;39.79
3500;81;14;178;38.95
3600;84;12;272;43.56
3700;81;16;167;39.08
3800;89;14;201;42.46
3900;87;15;242;46.11
4000;85;15;257;48.64
4100;90;14;232;43.24
4200;89;18;190;45.22
4300;91;15;221;48.17
4400;95;15;226;49.69
4500;95;12;224;45.50
4600;104;17;280;51.03
4700;97;16;232;50.75
4800;94;13;209;48.35
4900;107;13;227;48.67
5000;114;24;330;65.88
5100;102;13;222;52.57
5200;114;17;336;61.64
5300;107;13;287;60.54
5400;110;15;278;58.83
5500;122;17;261;54.18
5600;107;15;249;60.21
5700;116;17;279;54.42
5800;120;17;481;72.90
5900;133;18;385;75.39
6000;129;29;352;65.61
6100;131;25;411;78.62
6200;148;20;347;69.28
6300;154;19;377;75.26
6400;128;17;400;77.38
6500;136;21;374;73.37
6600;153;21;330;64.01
6700;152;24;354;69.92
6800;143;19;303;68.51
6900;153;21;345;84.66
7000;161;19;372;83.30
7100;153;21;373;74.14
7200;134;21;368;73.73
7300;152;21;461;87.76
7400;164;28;410;85.41
7500;168;21;441;94.35
7600;170;19;409;89.57
7700;148;24;323;75.72
7800;168;20;466;84.80
7900;161;25;343;80.08
8000;151;22;473;89.59
8100;170;23;584;92.72
8200;180;29;424;87.15
8300;182;23;510;102.60
8400;175;22;437;96.99
8500;181;31;429;99.98
8600;181;26;534;101.69
8700;189;30;460;94.31
8800;188;33;472;94.26
8900;176;25;436;102.49
9000;184;25;493;107.31
9100;183;23;537;93.04
9200;188;25;520;100.72
9300;176;25;443;94.21
9400;209;38;423;103.66
9500;196;29;551;103.42
9600;208;30;621;115.85
9700;200;26;487;104.51
9800;194;24;546;113.82
9900;216;34;521;112.95
10000;223;37;467;107.28
