n;avg;min;max;standard_deviation
100;434.00;434;434;0.00
200;955.00;955;955;0.00
300;1558.00;1558;1558;0.00
400;2179.00;2179;2179;0.00
500;2986.30;2672;3121;205.76
600;3574.00;3574;3574;0.00
700;4074.00;4074;4074;0.00
800;4800.00;4800;4800;0.00
900;5690.00;5690;5690;0.00
1000;5867.00;5867;5867;0.00
1100;6972.00;6972;6972;0.00
1200;7494.00;7494;7494;0.00
1300;8063.00;8063;8063;0.00
1400;9155.00;9155;9155;0.00
1500;10170.18;10165;10179;6.76
1600;11090.00;11090;11090;0.00
1700;11552.00;11552;11552;0.00
1800;12323.00;12323;12323;0.00
1900;13262.00;13262;13262;0.00
2000;13798.40;13676;14084;186.97
2100;15538.00;15538;15538;0.00
2200;14484.00;14484;14484;0.00
2300;16265.00;16265;16265;0.00
2400;17517.13;17233;17602;155.29
2500;16499.00;16499;16499;0.00
2600;17744.00;17744;17744;0.00
2700;19676.00;19676;19676;0.00
2800;19790.55;19630;20865;415.33
2900;21001.00;21001;21001;0.00
3000;22114.00;22114;22114;0.00
3100;22178.12;21841;22233;136.02
3200;23971.00;23971;23971;0.00
3300;22735.00;22573;23383;324.00
3400;23874.00;23874;23874;0.00
3500;25496.00;25496;25496;0.00
3600;25827.30;25470;26661;545.78
3700;28008.00;28008;28008;0.00
3800;27296.35;26503;28438;951.70
3900;29266.00;29266;29266;0.00
4000;29898.39;29585;29992;171.28
4100;31431.00;31431;31431;0.00
4200;31349.32;29872;31766;784.58
4300;35102.00;35102;35102;0.00
4400;34304.80;32551;34921;1039.56
4500;33935.00;33935;33935;0.00
4600;34061.44;33762;34550;382.48
4700;36028.00;36028;36028;0.00
4800;35037.65;34625;35804;562.35
4900;36347.00;36347;36347;0.00
5000;38060.80;37994;38829;226.53
5100;37921.35;37683;38364;324.82
5200;39882.00;39882;39882;0.00
5300;42830.04;42500;42946;195.63
5400;40673.84;40358;41674;562.04
5500;41675.00;41675;41675;0.00
5600;44164.96;42857;44578;735.01
5700;43999.35;43879;44294;188.31
5800;47238.00;47238;47238;0.00
5900;46392.04;44749;46705;717.08
6000;45551.25;44730;46555;907.93
6100;46926.85;46822;47987;333.40
6200;48231.00;48231;48231;0.00
6300;49768.75;49536;50761;480.57
6400;49761.50;47623;52173;2270.90
6500;50429.03;49960;51473;699.75
6600;54388.48;50965;54607;864.93
6700;52848.00;52848;52848;0.00
6800;52513.84;51939;56045;1424.73
6900;54964.66;54541;55155;283.97
7000;55097.76;54939;55317;186.57
7100;55097.95;54507;55622;556.50
7200;56467.10;55710;56840;531.34
7300;57788.36;56427;58195;744.03
7400;58734.60;58257;61441;1136.92
7500;59856.69;59454;59887;110.48
7600;62568.00;62568;62568;0.00
7700;62563.00;62563;62563;0.00
7800;63399.25;63206;67071;842.36
7900;63613.55;63209;63644;110.99
8000;63672.32;63124;63720;161.69
8100;67669.28;66304;67788;402.60
8200;67549.71;67525;68442;140.97
8300;65616.32;64447;65718;344.81
8400;66033.92;65708;68036;807.79
8500;69547.66;66424;70378;1610.50
8600;68826.03;68534;69541;456.94
8700;69543.05;67085;74108;3349.76
8800;69933.65;69825;70030;102.32
8900;71484.42;70441;72240;887.91
9000;74611.70;74583;74624;18.79
9100;77291.66;73727;78094;1672.00
9200;72752.00;72037;75287;1346.30
9300;78449.03;77054;80631;1744.68
9400;77500.86;76580;78826;1104.66
9500;75904.14;75498;77432;787.73
9600;80085.82;74875;80889;1862.14
9700;80491.21;80216;81165;430.62
9800;80676.32;78140;83424;2639.89
9900;81378.75;77223;82764;2399.32
10000;81438.17;80485;82035;319.33
