n;avg;min;max;standard_deviation
100;266.00;266;266;0.00
200;829.00;829;829;0.00
300;1047.00;1047;1047;0.00
400;1505.00;1505;1505;0.00
500;2088.40;2065;2143;35.74
600;2961.00;2961;2961;0.00
700;2931.00;2931;2931;0.00
800;3112.00;3112;3112;0.00
900;4837.00;4837;4837;0.00
1000;5362.00;5362;5362;0.00
1100;4651.00;4651;4651;0.00
1200;5883.00;5883;5883;0.00
1300;7318.00;7318;7318;0.00
1400;7295.00;7295;7295;0.00
1500;7102.18;6922;7208;138.08
1600;7607.00;7607;7607;0.00
1700;8666.00;8666;8666;0.00
1800;8787.00;8787;8787;0.00
1900;8967.00;8967;8967;0.00
2000;10076.60;9294;10412;512.33
2100;10015.00;10015;10015;0.00
2200;13352.00;13352;13352;0.00
2300;11669.00;11669;11669;0.00
2400;16649.55;12865;17780;2068.39
2500;15771.00;15771;15771;0.00
2600;15430.00;15430;15430;0.00
2700;16306.00;16306;16306;0.00
2800;15965.56;15873;16585;239.45
2900;16959.00;16959;16959;0.00
3000;15797.00;15797;15797;0.00
3100;19395.80;18868;22638;1308.14
3200;21635.00;21635;21635;0.00
3300;16778.60;16477;17985;603.20
3400;17559.00;17559;17559;0.00
3500;16401.00;16401;16401;0.00
3600;19747.70;19061;21350;1048.95
3700;25974.00;25974;25974;0.00
3800;22927.74;21528;24942;1679.12
3900;21233.00;21233;21233;0.00
4000;21667.14;21341;22759;596.74
4100;21697.00;21697;21697;0.00
4200;28547.00;26974;34124;2961.86
4300;25049.00;25049;25049;0.00
4400;26392.16;24665;26999;1023.77
4500;24878.00;24878;24878;0.00
4600;29857.46;28256;30839;1253.75
4700;28567.00;28567;28567;0.00
4800;27151.40;25407;30391;2377.22
4900;32087.00;32087;32087;0.00
5000;32144.72;29853;32344;675.79
5100;36494.75;35367;37102;827.54
5200;27936.00;27936;27936;0.00
5300;29773.88;28322;30284;860.60
5400;36353.68;32635;37528;2089.72
5500;41385.00;41385;41385;0.00
5600;33000.56;32483;33164;290.84
5700;33866.20;33814;33994;81.68
5800;31796.00;31796;31796;0.00
5900;36823.84;36660;37684;375.40
6000;36060.50;33910;37820;1945.20
6100;33215.41;32833;37082;1215.99
6200;43805.00;43805;43805;0.00
6300;39399.51;37965;39736;694.76
6400;38282.10;37821;38691;434.22
6500;44472.05;38438;47183;4044.50
6600;39646.82;38328;39731;333.19
6700;42787.00;42787;42787;0.00
6800;44572.56;41867;45013;1091.62
6900;45730.26;42174;47328;2383.69
7000;52757.42;47074;56873;4836.38
7100;45519.55;41259;50324;4524.33
7200;43237.86;43125;43467;160.81
7300;42536.34;41258;46816;2338.99
7400;44296.30;44035;45777;622.02
7500;48323.42;48036;52142;1047.63
7600;51116.00;51116;51116;0.00
7700;49944.00;49944;49944;0.00
7800;50476.60;48987;50555;341.74
7900;54337.36;48058;54810;1722.75
8000;54172.48;53444;62550;2470.40
8100;60542.36;47770;61653;3766.36
8200;63994.50;51231;64289;1721.01
8300;58615.88;58465;58629;44.49
8400;51066.34;46707;51776;1758.88
8500;54276.15;53261;54546;523.39
8600;55414.55;51080;57185;2770.22
8700;58092.25;56776;58801;965.86
8800;58287.27;56295;60054;1876.11
8900;56183.86;53398;60031;3273.77
9000;54310.90;53802;54529;333.15
9100;68412.66;54533;72276;7276.69
9200;61248.84;58068;62146;1689.30
9300;58020.80;56258;60778;2204.63
9400;69131.59;68681;69780;540.52
9500;56493.12;56016;58288;925.40
9600;60595.94;55321;61326;1744.81
9700;71494.32;70825;73133;1047.28
9800;72633.24;66725;78087;5676.45
9900;58320.50;57363;61193;1658.44
10000;70316.48;59271;72493;4269.02
