n;avg;min;max;standard_deviation
100;1384.52;817;1880;225.52
200;3254.14;1996;4014;373.94
300;5365.19;3072;6401;568.02
400;7429.84;4944;8944;767.64
500;9880.79;5972;12023;779.31
600;11928.37;7420;14338;1222.81
700;14035.64;8769;17267;1823.81
800;16623.88;10079;20988;2014.25
900;19207.77;12659;22385;1547.59
1000;21658.30;12948;26611;2226.21
1100;23587.19;14762;28366;2530.42
1200;26239.27;16624;31087;2758.38
1300;29221.41;18374;34223;2755.84
1400;31691.45;18741;36196;2836.30
1500;34510.74;30033;39053;2058.47
1600;37193.82;22456;42977;3213.20
1700;39432.11;25282;44426;2996.40
1800;42228.88;25548;48314;3284.65
1900;44790.76;26460;51528;3573.89
2000;47561.86;31501;55384;3894.74
2100;50514.82;31400;59510;4682.81
2200;53315.52;34745;60091;3486.99
2300;55875.81;35745;64183;4265.70
2400;58115.52;36151;69523;4808.54
2500;61275.74;38392;70580;4221.57
2600;63730.32;40525;73504;5213.49
2700;66235.46;43758;77406;5606.38
2800;68208.87;40773;81209;6760.60
2900;72434.24;46700;89385;6079.20
3000;75593.84;47307;90010;6126.97
3100;77910.87;51229;90644;5982.76
3200;80340.89;52052;97827;6027.79
3300;83333.05;52268;102914;8058.42
3400;86477.52;56629;100348;6513.87
3500;88809.03;56814;103259;7184.36
3600;92113.60;78619;104961;5474.11
3700;94373.41;57949;111885;8062.08
3800;96724.78;61214;110630;8720.02
3900;101318.90;85249;117124;6249.55
4000;103693.82;64614;121449;8693.10
4100;106451.65;66440;128287;7326.51
4200;107914.10;67464;126630;10841.58
4300;111906.32;73269;133828;8272.20
4400;113542.00;71220;128692;9158.49
4500;118939.65;75761;136532;8971.08
4600;121947.73;83173;140006;7820.96
4700;123776.69;78288;143518;9498.90
4800;127504.09;112555;150460;7756.15
4900;131179.80;84133;158347;9921.54
5000;132872.50;84448;154431;8546.52
5100;136666.05;89110;158429;9425.35
5200;139085.13;126313;162469;7507.07
5300;142420.84;122253;160764;8183.39
5400;143297.11;85945;162764;10735.19
5500;149465.95;106355;171324;8890.84
5600;150132.12;95047;173210;10264.33
5700;154633.69;96077;189267;11910.79
5800;158217.52;94656;196872;12585.32
5900;161382.41;142892;187452;8683.15
6000;164652.23;98762;183395;10093.83
6100;166886.27;102304;198945;14695.62
6200;170318.13;146366;198427;11273.63
6300;172089.50;105280;210634;13893.96
6400;174878.14;114723;197401;11082.96
6500;176879.33;110919;196490;12565.02
6600;181477.42;158875;216899;11115.94
6700;185595.56;165633;213360;9498.48
6800;187372.38;115510;218424;15338.53
6900;189865.15;123741;214531;11170.78
7000;195315.60;121182;224634;14273.83
7100;196710.26;131352;227122;13506.43
7200;198683.04;173922;229026;10449.87
7300;205559.43;181113;237329;11935.68
7400;204446.82;129174;236583;16927.61
7500;207797.32;133663;236488;15306.80
7600;212497.58;138997;245600;14512.14
7700;215643.96;142228;254874;17650.14
7800;218363.19;140693;250746;15871.94
7900;221535.87;137643;261222;20215.27
8000;222383.52;137868;254518;19342.64
8100;229353.25;203155;258128;13173.34
8200;233326.37;203550;273899;12976.35
8300;231834.57;146738;268991;18803.37
8400;240435.27;148582;273174;15896.92
8500;241678.45;158417;280091;15865.07
8600;242448.48;165749;295854;17040.46
8700;246010.92;159343;280213;15377.94
8800;249890.97;215726;288954;13341.70
8900;252434.32;151845;292587;21517.91
9000;253440.63;167791;297595;19609.07
9100;259376.46;161161;300634;17809.37
9200;262790.80;163104;313007;18279.49
9300;267375.73;165163;309367;20618.00
9400;272618.86;180485;309984;16700.45
9500;269672.77;172533;307239;20198.56
9600;277767.99;234065;318844;15232.80
9700;279091.55;180870;321019;18024.71
9800;282735.17;180520;340754;19024.24
9900;281301.68;173242;323652;21809.12
10000;287161.33;177861;327223;21783.17
