n;avg;min;max;standard_deviation
100;1573.92;1160;1920;154.57
200;3928.32;3100;4831;374.47
300;6470.12;5168;8410;613.70
400;9377.70;6825;11812;919.61
500;12340.28;10297;15504;1109.98
600;15126.38;12978;19582;1161.38
700;18236.10;14441;22039;1436.50
800;21788.70;17037;26637;1754.64
900;25129.14;19735;31464;2064.88
1000;27504.21;22556;34367;2335.28
1100;31119.40;24793;36724;2534.68
1200;34707.22;27949;40976;2611.35
1300;38196.01;30363;45743;3169.79
1400;41140.21;35402;47699;2727.99
1500;44018.56;35986;52917;3586.99
1600;47788.53;39727;62505;3885.14
1700;51947.55;43853;65032;4120.39
1800;54789.19;41993;67755;4489.23
1900;58548.62;48898;72069;4668.64
2000;62782.81;50394;73809;4695.79
2100;65952.08;54806;79888;5429.92
2200;70845.58;54243;83698;5533.30
2300;73796.29;62066;87332;5678.25
2400;76871.15;56134;94675;6493.24
2500;80421.13;68418;96214;6188.81
2600;83552.44;66932;99972;6183.99
2700;86779.61;70744;100241;6680.24
2800;90265.83;74778;111305;6822.31
2900;94937.64;83250;121273;6709.54
3000;98651.89;82643;122312;7289.72
3100;103131.21;80421;122305;7905.61
3200;105277.28;88893;130934;8396.13
3300;110039.70;89957;129033;7871.55
3400;114431.16;93775;135255;8857.38
3500;120061.84;100292;143104;8403.77
3600;119683.54;93916;146326;9440.36
3700;123905.55;103560;146579;9056.12
3800;128027.79;105347;150492;9712.44
3900;132503.82;110354;161050;9600.39
4000;135649.26;109042;169517;11055.74
4100;140034.18;113555;175955;11902.67
4200;145925.70;109749;169795;11544.52
4300;150481.72;117487;181376;12604.52
4400;152490.95;121329;183737;11976.06
4500;155102.00;126348;177650;12453.43
4600;159859.72;136362;196359;11666.78
4700;164687.46;133572;207640;13547.45
4800;165837.72;127464;204265;13303.73
4900;175408.26;148006;201713;12307.82
5000;175024.41;147904;205048;14941.82
5100;183094.27;161114;216617;13052.08
5200;183605.45;143755;229125;15378.77
5300;188706.72;153645;232384;15544.73
5400;191358.45;158862;225638;14504.37
5500;198349.73;166902;246824;16801.26
5600;200966.66;166732;239002;13456.44
5700;204672.80;162189;250428;15994.97
5800;209999.10;175928;254114;15680.29
5900;213874.66;167290;244808;15950.62
6000;214691.72;180969;257885;15766.00
6100;219458.39;185999;255539;15322.86
6200;222528.43;186084;276616;17587.27
6300;230764.40;191033;278949;16169.93
6400;234456.43;190574;306477;19020.44
6500;237768.64;197071;281219;19495.43
6600;239619.03;200669;299112;20893.72
6700;245983.11;197490;307488;20272.05
6800;249867.57;199458;309908;18017.12
6900;252216.89;210742;312587;20323.62
7000;259630.35;224176;342895;22485.28
7100;264850.73;216661;307038;18295.43
7200;266189.97;206811;318326;20877.09
7300;266460.24;221708;323618;20148.99
7400;274220.07;234612;325536;17554.03
7500;277298.08;228632;322377;19770.23
7600;282107.73;230735;341523;21303.65
7700;284603.45;221301;349308;22283.28
7800;291611.66;232171;346769;22267.13
7900;293612.19;251953;371158;22267.10
8000;299308.47;255243;358457;21128.18
8100;302955.21;257079;363128;23484.87
8200;308567.12;255153;374235;26047.53
8300;309347.61;253683;381656;25786.38
8400;320894.74;274261;388112;21576.55
8500;319801.86;256860;404482;25297.92
8600;321411.49;263150;397345;25674.52
8700;332989.76;268106;395434;25677.78
8800;337031.30;258798;411809;27343.24
8900;334263.16;276679;403405;24794.84
9000;338063.70;280630;388795;26158.00
9100;349474.94;270033;408537;26875.83
9200;348348.62;292961;442225;28192.72
9300;353393.24;292387;410655;27343.59
9400;359840.27;300130;430771;26671.26
9500;363742.19;303668;433379;27008.00
9600;365909.90;300533;444517;29312.13
9700;371731.84;314243;426883;26733.09
9800;374630.43;323500;457456;27014.79
9900;375541.60;301321;454053;28926.78
10000;384300.85;316627;497334;31650.39
