n;avg;min;max;standard_deviation
100;7;6;15;1.22
200;15;14;25;2.32
300;24;22;42;3.76
400;30;28;46;3.35
500;38;36;53;3.04
600;47;45;72;4.25
700;52;49;78;4.95
800;63;60;91;4.92
900;75;71;99;4.83
1000;72;69;96;4.65
1100;91;88;112;4.74
1200;96;92;129;6.23
1300;95;90;125;6.92
1400;107;100;162;8.94
1500;121;111;155;7.69
1600;129;123;175;9.14
1700;140;133;234;12.96
1800;149;141;193;10.62
1900;146;140;193;9.34
2000;162;149;233;11.97
2100;170;160;208;10.06
2200;149;140;181;8.56
2300;180;172;246;10.98
2400;194;183;248;11.61
2500;208;198;257;13.14
2600;207;197;290;12.27
2700;226;215;302;12.84
2800;230;216;283;11.06
2900;236;225;272;10.77
3000;247;232;290;11.55
3100;255;239;316;15.91
3200;258;246;321;12.19
3300;273;256;333;15.64
3400;279;262;332;15.39
3500;283;269;372;17.01
3600;288;273;351;13.97
3700;303;288;376;16.44
3800;297;278;339;11.42
3900;318;300;377;15.68
4000;336;311;387;17.06
4100;343;325;392;14.26
4200;333;312;388;13.34
4300;347;330;418;16.29
4400;350;324;399;18.38
4500;371;351;482;17.95
4600;378;356;448;15.16
4700;392;368;450;18.17
4800;384;346;449;21.45
4900;402;377;476;16.66
5000;409;381;483;20.50
5100;413;393;478;14.59
5200;423;403;471;14.47
5300;442;411;508;20.89
5400;440;413;530;21.28
5500;441;420;488;14.36
5600;447;414;538;21.79
5700;452;433;515;15.75
5800;463;443;544;19.14
5900;479;443;564;21.87
6000;484;457;557;20.19
6100;504;476;610;23.11
6200;510;481;606;21.60
6300;519;479;608;22.94
6400;516;483;568;18.66
6500;526;496;591;17.86
6600;530;505;630;20.06
6700;547;517;602;18.57
6800;542;511;654;24.33
6900;557;526;655;20.14
7000;580;540;681;25.27
7100;567;535;639;21.32
7200;569;537;673;26.09
7300;589;560;679;20.73
7400;601;570;679;22.20
7500;583;556;644;18.31
7600;621;596;674;18.25
7700;646;610;740;24.99
7800;624;587;732;24.79
7900;616;585;688;23.52
8000;657;628;774;24.01
8100;663;614;726;23.17
8200;657;627;725;21.96
8300;680;637;787;25.86
8400;697;645;777;24.80
8500;674;636;759;25.86
8600;688;659;782;22.00
8700;721;677;821;27.06
8800;717;676;805;23.58
8900;702;658;808;27.98
9000;727;672;862;32.58
9100;739;685;854;31.14
9200;757;714;857;26.30
9300;746;707;820;22.89
9400;753;709;860;28.58
9500;688;639;797;39.26
9600;764;728;847;24.34
9700;784;734;861;27.22
9800;802;747;899;28.11
9900;814;741;886;33.00
10000;807;743;999;35.64
