n;avg;min;max;standard_deviation
100;299.63;206;449;55.93
200;698.64;494;944;95.83
300;1176.49;903;1880;194.96
400;1649.34;1287;2334;218.07
500;2187.46;1658;2981;301.32
600;2639.23;2049;3675;296.56
700;3211.10;2532;4455;376.45
800;3891.18;2954;5130;468.31
900;4325.82;3500;6535;511.89
1000;4817.86;3921;6270;507.92
1100;5427.27;4374;7629;593.01
1200;5896.61;4869;7864;643.36
1300;6670.71;5129;8945;823.03
1400;7385.55;5989;9719;809.51
1500;7823.88;6511;11295;967.56
1600;8582.82;7028;12150;979.22
1700;9082.54;7561;12213;924.19
1800;9697.16;7828;12646;986.84
1900;10259.79;8428;13047;1071.33
2000;11077.90;8981;15703;1355.10
2100;11637.64;9082;16304;1281.53
2200;12123.13;9648;15368;1188.34
2300;12640.00;10409;16009;1241.68
2400;13500.09;11265;17620;1307.24
2500;13990.69;11417;17515;1322.03
2600;14706.09;12389;19055;1456.45
2700;15008.25;11979;21843;1630.13
2800;15717.78;13231;21747;1621.76
2900;16095.77;13728;19665;1419.74
3000;17359.25;14454;24319;1689.40
3100;17777.99;14416;24436;1944.22
3200;18630.17;15458;24806;1894.88
3300;19575.96;15975;27286;1871.24
3400;20174.76;16322;26552;2213.47
3500;20743.92;16855;26235;2063.86
3600;21198.58;17308;27073;1723.22
3700;21831.87;18181;29091;1939.08
3800;22395.42;18746;30569;2138.67
3900;23465.10;19657;28783;2298.09
4000;23781.13;19889;29704;2139.15
4100;25094.25;20912;33667;2645.31
4200;25315.51;21172;31249;1920.45
4300;25675.64;20446;32696;2377.20
4400;26453.94;22270;35885;2361.54
4500;27170.41;23380;34258;2370.37
4600;27435.20;23720;35705;2240.85
4700;29121.68;24188;37500;2642.92
4800;29502.63;24563;39288;2559.72
4900;30329.27;25227;39171;2899.58
5000;30552.48;25447;37911;2740.74
5100;32014.28;25591;41142;3322.74
5200;32256.11;27360;43203;2789.12
5300;32789.73;26912;45992;3406.70
5400;33512.38;27345;41816;2853.87
5500;33978.71;28490;42961;2711.93
5600;34933.05;29035;42836;3027.42
5700;35664.54;29415;43832;2942.13
5800;36423.72;31175;46628;3071.47
5900;36698.00;31161;48218;3460.09
6000;38388.28;32481;50710;3836.57
6100;39336.63;33847;50448;3760.05
6200;39155.16;33436;50690;3339.42
6300;39932.84;32667;49235;3208.26
6400;40827.10;33789;51197;3594.20
6500;41762.71;35398;56521;4246.42
6600;42019.98;36110;57211;4087.26
6700;43266.01;36229;56998;4075.93
6800;44280.82;36550;61677;3867.70
6900;44622.48;37263;54854;3814.07
7000;44714.00;38413;56271;4010.70
7100;45565.52;38107;54638;4120.70
7200;45880.17;37277;57031;4166.53
7300;47196.82;40790;63817;4353.32
7400;47714.10;40115;58725;3709.86
7500;48889.61;41806;61476;4225.83
7600;49229.35;42820;61418;4024.02
7700;50471.84;42454;64092;4347.20
7800;50284.07;42926;64144;4664.18
7900;51680.32;44973;62726;4143.89
8000;52210.45;44296;66768;4714.40
8100;52463.68;44806;66182;4545.78
8200;54538.41;45575;76675;4645.95
8300;54490.01;46969;76038;4866.55
8400;56188.26;45534;71160;5353.18
8500;56063.51;47785;74701;4934.79
8600;57036.80;48754;70811;4605.81
8700;58089.38;47454;75850;5779.94
8800;58274.23;48354;72961;4492.97
8900;59140.80;50513;77107;4512.09
9000;60392.59;50096;76920;5308.99
9100;60884.34;48920;79174;5079.79
9200;61505.97;53909;75903;4843.04
9300;62828.26;53406;78063;5418.81
9400;62274.20;52927;78529;5789.00
9500;63008.04;52205;74750;5095.47
9600;63545.24;55305;82079;5044.63
9700;65007.89;54208;90946;6295.95
9800;66379.34;53629;89622;6546.67
9900;66268.18;56111;80166;5390.50
10000;68528.42;58137;90020;6322.26
