n;avg;min;max;standard_deviation
100;308.43;200;528;53.91
200;705.18;502;1085;96.08
300;1168.89;920;1750;145.82
400;1629.45;1325;2324;195.08
500;2133.21;1593;3071;247.38
600;2712.21;2189;3432;268.99
700;3186.05;2423;4124;321.50
800;3751.75;3029;5282;390.48
900;4164.40;3277;5107;379.22
1000;4813.98;3947;6062;438.29
1100;5334.47;4318;7054;485.77
1200;5879.01;4955;7738;565.03
1300;6612.38;5386;8556;675.43
1400;7153.95;5976;9260;678.76
1500;7764.33;6309;9596;668.21
1600;8433.07;7294;10126;640.89
1700;8878.89;7316;10806;730.72
1800;9681.75;7411;11869;890.99
1900;10159.34;8537;12879;918.74
2000;10721.29;9308;12949;864.91
2100;11606.50;9193;15155;1122.14
2200;12010.06;9198;15301;1055.43
2300;12568.92;11024;15059;925.34
2400;13266.25;11272;17377;1100.30
2500;13705.07;11108;16814;1103.66
2600;14713.18;12671;19319;1211.21
2700;15072.57;11905;18174;1062.74
2800;15992.78;13181;21201;1268.85
2900;16456.23;13053;19588;1243.51
3000;16953.05;14499;20464;1318.81
3100;17679.14;15131;22237;1461.84
3200;18205.20;15756;21514;1388.12
3300;19093.52;15862;25990;1543.01
3400;20049.96;16837;25554;1710.79
3500;20603.65;17604;26688;1662.17
3600;21229.96;17995;25227;1700.14
3700;21934.02;18905;25334;1447.09
3800;22621.70;18841;28537;1815.71
3900;22960.65;19386;28915;1802.09
4000;23636.31;19339;28508;1704.59
4100;24208.09;20588;30492;1848.35
4200;25173.23;21986;29283;1661.99
4300;25711.21;21369;31543;1855.40
4400;26091.94;22783;30053;1641.94
4500;27500.03;22918;33703;2014.62
4600;27933.66;23639;37734;2395.27
4700;28117.55;23908;33353;1965.38
4800;29070.01;24990;35580;2023.52
4900;30097.59;25514;39755;2522.27
5000;30020.62;25900;37386;2122.44
5100;31422.58;27207;36813;2291.61
5200;31607.73;26561;37190;2178.14
5300;32549.62;29111;42890;2281.43
5400;33408.77;29319;39958;2444.79
5500;33801.19;28932;42665;2421.26
5600;34846.54;29974;40550;2367.60
5700;35337.01;30710;44243;2696.21
5800;36196.18;30383;44059;2548.02
5900;36959.24;30806;44402;2695.84
6000;37588.88;32963;46367;2326.60
6100;38027.58;32806;45537;2581.59
6200;38552.43;31690;48282;2892.02
6300;39696.89;34929;47995;2886.80
6400;40827.51;33954;48300;2946.91
6500;40874.99;35327;49326;2967.05
6600;41493.02;35774;50551;2810.96
6700;42193.85;36263;53609;2885.90
6800;43225.62;37962;51340;2982.59
6900;43929.18;36606;51789;3114.49
7000;44481.86;38063;52242;3092.47
7100;45132.21;38954;54900;2996.94
7200;46250.62;39970;57424;3441.80
7300;47433.50;40817;57887;3561.96
7400;46670.63;40963;54808;2985.24
7500;47850.36;41283;56677;3325.53
7600;49129.04;43711;58972;3285.14
7700;49218.80;42639;60501;3427.23
7800;50457.19;42690;61612;3531.20
7900;51083.99;44849;59190;3168.64
8000;51849.60;43975;63066;3487.20
8100;52759.77;44240;69685;4307.30
8200;53524.03;46165;64947;4218.43
8300;54469.60;47607;63946;3764.11
8400;54600.96;45936;67269;3951.68
8500;55209.88;48498;71396;3562.57
8600;55848.27;47603;67044;4117.16
8700;57172.52;49941;70396;3778.19
8800;58467.06;51233;68220;3808.25
8900;58604.64;51039;72093;3931.95
9000;58116.62;49171;69708;3877.60
9100;60048.08;50145;68538;3930.47
9200;60480.07;50483;73013;4197.72
9300;61407.07;54831;76448;4306.03
9400;62561.64;54560;79088;4643.19
9500;62756.45;53912;74698;4201.21
9600;63573.18;54946;74208;3780.79
9700;64569.53;57197;79710;4373.41
9800;65151.37;56792;79465;4306.44
9900;66173.87;59275;77442;4261.36
10000;66908.86;56591;75389;3940.09
