n;avg;min;max;standard_deviation
100;420.76;304;495;40.79
200;969.96;813;1088;50.33
300;1555.27;1337;1743;82.11
400;2166.02;1970;2432;90.47
500;2806.90;2506;3136;128.12
600;3473.46;3113;3966;156.19
700;4173.51;3854;4663;174.77
800;4912.92;4499;5433;212.05
900;5549.93;4995;6094;246.78
1000;6318.18;5745;7222;268.17
1100;6964.02;6447;7650;248.77
1200;7749.60;7050;8878;330.13
1300;8530.61;7832;10112;365.75
1400;9135.97;8387;10036;323.60
1500;9902.77;9009;11576;340.62
1600;10676.90;9606;11826;406.73
1700;11520.08;10315;12573;410.20
1800;12319.16;11027;13945;494.60
1900;13049.08;11564;14276;519.57
2000;13836.66;12757;16840;592.96
2100;14590.86;13420;16280;566.51
2200;15415.41;14003;18026;634.76
2300;16102.60;14671;18363;603.89
2400;16937.05;15722;18714;616.92
2500;17878.46;16615;19592;659.80
2600;18553.21;16193;20451;763.99
2700;19397.21;17853;21893;748.77
2800;20183.25;18648;22895;747.62
2900;21014.45;19509;23861;798.69
3000;21677.76;19835;23941;753.09
3100;22664.20;21069;24581;804.37
3200;23456.98;21172;26293;869.81
3300;24383.15;22613;26861;890.05
3400;25175.09;23543;27619;811.47
3500;26077.01;23670;28986;919.85
3600;26704.09;24847;29841;976.08
3700;27590.76;25812;30429;1030.79
3800;28346.82;25324;33549;1188.58
3900;29004.51;26869;32131;1043.35
4000;30263.64;27760;34179;1234.65
4100;31086.68;28751;34119;1143.48
4200;31718.57;29329;34336;1026.16
4300;32343.35;29661;35589;1225.78
4400;33405.03;31010;36738;1114.81
4500;34306.53;31955;37533;1323.47
4600;35007.78;31324;39734;1366.93
4700;35977.05;32970;42765;1421.22
4800;36854.99;34312;41351;1378.67
4900;37972.56;35225;41829;1334.88
5000;38293.35;35378;41527;1384.19
5100;39373.37;36568;43444;1434.54
5200;40218.43;37424;43840;1190.60
5300;41225.42;38290;44560;1391.82
5400;41780.11;38745;45719;1241.93
5500;42955.64;40424;47172;1338.72
5600;43712.68;40125;47917;1541.66
5700;44696.81;41753;53129;1868.33
5800;45552.50;40462;49390;1525.71
5900;46328.42;42714;51217;1608.45
6000;47336.28;43550;51740;1799.10
6100;48099.40;44012;52535;1734.42
6200;49032.37;45493;56522;2012.57
6300;49525.10;46054;53903;1559.11
6400;50577.47;47081;54984;1579.62
6500;51555.87;47621;57510;1948.68
6600;52048.10;46207;56793;1821.44
6700;53138.22;49303;60133;1901.97
6800;54445.42;50285;59814;2085.35
6900;54937.80;51241;60972;2002.60
7000;56144.06;52015;64624;2243.22
7100;56876.16;52523;62720;2089.21
7200;57639.22;52690;66411;2105.16
7300;58530.64;54563;65314;2014.77
7400;59440.40;54450;64308;2113.84
7500;60956.16;56531;66629;2016.26
7600;61320.80;56623;68295;1969.56
7700;62806.76;58249;70457;2412.04
7800;63016.13;58362;68046;1972.68
7900;64156.54;58951;70313;2014.98
8000;65132.17;59362;71567;2228.50
8100;66147.42;61719;74653;2488.11
8200;66549.76;61395;78834;2491.64
8300;67765.80;63252;74783;2545.00
8400;68340.70;62275;76614;2561.30
8500;69279.75;65094;75977;2136.27
8600;70350.94;64609;80242;2704.51
8700;71548.39;66866;80883;2655.43
8800;71866.73;67715;80069;2343.58
8900;73630.56;68072;84930;3032.55
9000;73829.60;68467;82978;2701.23
9100;74971.13;68757;87981;3058.20
9200;75794.69;70686;86301;3047.39
9300;76722.40;72054;83098;2369.79
9400;77595.90;72051;85650;2562.51
9500;78485.45;71592;88122;2803.77
9600;79623.82;74581;88499;2918.24
9700;80567.48;75129;89266;3014.22
9800;81816.81;75075;91172;2894.91
9900;82025.42;75961;88634;2758.93
10000;83128.70;78022;88674;2533.31
