n;avg;min;max;standard_deviation
100;5;2;15;2.40
200;7;3;11;1.87
300;11;5;20;3.16
400;14;6;27;4.24
500;18;9;34;5.56
600;20;11;41;5.52
700;25;12;46;7.28
800;30;15;66;7.98
900;31;17;75;9.66
1000;34;12;62;9.93
1100;38;18;88;11.58
1200;39;21;67;11.26
1300;46;21;83;13.49
1400;50;26;86;12.55
1500;50;18;105;15.11
1600;57;27;99;14.85
1700;60;20;122;15.81
1800;61;26;100;15.34
1900;66;31;114;17.37
2000;72;34;162;24.43
2100;74;36;138;21.46
2200;74;42;138;20.31
2300;78;38;140;21.16
2400;85;36;145;22.84
2500;86;42;160;22.28
2600;90;31;187;27.00
2700;90;50;207;27.64
2800;96;52;196;26.57
2900;95;48;182;24.24
3000;105;58;206;27.64
3100;108;38;189;30.40
3200;111;50;191;28.92
3300;117;61;180;28.56
3400;124;54;231;36.15
3500;125;71;205;32.71
3600;124;72;199;26.73
3700;128;65;235;35.27
3800;129;67;207;34.26
3900;138;58;208;32.64
4000;132;74;226;36.29
4100;152;68;254;38.81
4200;147;75;243;35.12
4300;146;61;261;42.72
4400;149;84;266;37.94
4500;152;73;256;37.32
4600;146;56;304;37.56
4700;162;80;268;39.87
4800;167;69;346;44.23
4900;166;92;293;45.45
5000;168;76;295;47.84
5100;180;80;306;48.40
5200;176;90;374;50.28
5300;177;78;343;49.11
5400;176;98;325;47.61
5500;188;103;329;47.27
5600;188;91;333;48.13
5700;192;91;304;46.28
5800;202;101;368;51.91
5900;199;91;334;54.23
6000;211;103;409;61.30
6100;224;116;356;58.49
6200;209;120;431;65.26
6300;219;115;352;49.49
6400;217;88;395;56.20
6500;225;111;541;68.62
6600;219;111;414;67.31
6700;235;100;436;68.53
6800;241;98;506;67.54
6900;234;116;443;68.92
7000;228;110;390;60.20
7100;243;115;423;63.75
7200;239;121;414;68.82
7300;247;110;435;61.75
7400;247;117;451;59.35
7500;250;114;458;71.97
7600;254;105;515;68.23
7700;268;117;451;74.42
7800;254;109;446;69.26
7900;270;117;525;70.24
8000;267;129;503;76.74
8100;270;144;434;64.96
8200;299;135;675;79.12
8300;290;118;592;82.64
8400;308;154;509;83.12
8500;292;151;547;74.06
8600;313;135;501;78.64
8700;308;142;594;83.64
8800;304;137;573;76.77
8900;301;149;606;81.25
9000;306;145;584;91.23
9100;311;158;551;84.68
9200;317;164;551;81.17
9300;331;163;602;99.27
9400;311;142;571;93.13
9500;314;145;547;87.57
9600;315;154;506;84.06
9700;332;159;762;97.67
9800;337;163;645;105.75
9900;331;145;571;87.64
10000;354;136;708;104.98
