n;avg;min;max;standard_deviation
100;1496.00;1496;1496;0.00
200;3586.00;3586;3586;0.00
300;6259.00;6259;6259;0.00
400;8204.00;8204;8204;0.00
500;10760.90;10280;11883;734.59
600;13904.00;13904;13904;0.00
700;15079.00;15079;15079;0.00
800;20461.00;20461;20461;0.00
900;22305.00;22305;22305;0.00
1000;22181.00;22181;22181;0.00
1100;29301.00;29301;29301;0.00
1200;32758.00;32758;32758;0.00
1300;35422.00;35422;35422;0.00
1400;39105.00;39105;39105;0.00
1500;43038.02;41060;46406;2581.07
1600;42656.00;42656;42656;0.00
1700;45952.00;45952;45952;0.00
1800;46674.00;46674;46674;0.00
1900;55995.00;55995;55995;0.00
2000;57195.20;47769;61235;6170.90
2100;72078.00;72078;72078;0.00
2200;67864.00;67864;67864;0.00
2300;64726.00;64726;64726;0.00
2400;79013.43;73116;80775;3223.16
2500;84361.00;84361;84361;0.00
2600;83131.00;83131;83131;0.00
2700;82118.00;82118;82118;0.00
2800;89645.43;85653;90242;1543.30
2900;94891.00;94891;94891;0.00
3000;103877.00;103877;103877;0.00
3100;91705.66;89176;107245;6269.71
3200;105099.00;105099;105099;0.00
3300;114832.20;113521;120077;2622.40
3400;104399.00;104399;104399;0.00
3500;114756.00;114756;114756;0.00
3600;109679.00;107768;114138;2919.10
3700;115381.00;115381;115381;0.00
3800;139762.39;119985;153506;16486.74
3900;126675.00;126675;126675;0.00
4000;114640.04;108810;134158;10667.26
4100;134636.00;134636;134636;0.00
4200;145145.40;144503;147423;1209.60
4300;172499.00;172499;172499;0.00
4400;128692.48;124130;141678;7697.15
4500;143376.00;143376;143376;0.00
4600;150442.04;144587;159995;7478.83
4700;140906.00;140906;140906;0.00
4800;156799.75;153487;162952;4514.52
4900;184852.00;184852;184852;0.00
5000;172469.40;171025;189080;4898.20
5100;180099.65;175614;182515;3291.57
5200;174852.00;174852;174852;0.00
5300;188036.98;183577;189604;2643.65
5400;168122.72;166928;168500;671.37
5500;188781.00;188781;188781;0.00
5600;206721.96;203517;216871;5703.27
5700;194350.68;183624;198732;6855.44
5800;170456.00;170456;170456;0.00
5900;210400.60;192916;213731;7630.91
6000;200513.95;179575;226106;23148.88
6100;222738.92;194882;225494;8760.60
6200;229493.00;229493;229493;0.00
6300;217073.81;216751;218450;666.52
6400;234181.60;223995;243215;9592.69
6500;230800.33;226230;240973;6818.54
6600;215210.44;214468;226842;2938.66
6700;226951.00;226951;226951;0.00
6800;213756.88;205967;261609;19307.05
6900;240103.43;231929;243776;5479.16
7000;258511.96;255514;262652;3523.02
7100;233846.75;221829;244504;11317.07
7200;273225.21;268493;275556;3321.11
7300;269185.27;238731;278282;16644.35
7400;258454.00;255376;275896;7327.11
7500;267309.28;241459;269255;7092.07
7600;268067.00;268067;268067;0.00
7700;276138.00;276138;276138;0.00
7800;264733.40;263577;286705;5040.63
7900;311164.42;272389;314083;10638.10
8000;273408.36;269771;315238;12334.89
8100;295499.56;274944;297287;6061.50
8200;281136.12;277634;330832;5012.98
8300;328008.72;304741;330032;6861.28
8400;311318.28;308175;330627;7790.55
8500;291516.63;284859;316562;12912.89
8600;297493.75;297095;298470;623.92
8700;323920.50;322776;326046;1559.69
8800;298390.81;284941;310318;12665.64
8900;302394.64;268779;326737;28605.66
9000;287776.80;286620;290476;1767.04
9100;301255.28;295876;320952;10147.90
9200;333957.56;327270;357668;12592.26
9300;359567.94;343248;370002;13049.26
9400;370785.04;360899;377655;8241.16
9500;349793.35;337543;395878;23760.33
9600;324932.15;294553;366287;15157.88
9700;378484.48;372507;393119;9352.94
9800;348989.40;345843;352398;3274.88
9900;390298.50;390232;390498;115.18
10000;377411.34;343940;414542;16370.24
