n;avg;min;max;standard_deviation
100;1462.00;1462;1462;0.00
200;3983.00;3983;3983;0.00
300;6610.00;6610;6610;0.00
400;8858.00;8858;8858;0.00
500;10883.30;10256;12347;958.22
600;14290.00;14290;14290;0.00
700;19382.00;19382;19382;0.00
800;20792.00;20792;20792;0.00
900;23611.00;23611;23611;0.00
1000;26428.00;26428;26428;0.00
1100;29792.00;29792;29792;0.00
1200;33565.00;33565;33565;0.00
1300;36936.00;36936;36936;0.00
1400;40587.00;40587;40587;0.00
1500;43049.06;42695;43257;271.34
1600;46083.00;46083;46083;0.00
1700;50073.00;50073;50073;0.00
1800;48370.00;48370;48370;0.00
1900;56654.00;56654;56654;0.00
2000;57734.10;57057;59314;1034.29
2100;57577.00;57577;57577;0.00
2200;57108.00;57108;57108;0.00
2300;70926.00;70926;70926;0.00
2400;77115.05;69365;79430;4235.68
2500;89428.00;89428;89428;0.00
2600;88964.00;88964;88964;0.00
2700;80465.00;80465;80465;0.00
2800;84541.83;83925;84634;238.44
2900;89416.00;89416;89416;0.00
3000;108954.00;108954;108954;0.00
3100;100263.12;99485;105043;1928.55
3200;99815.00;99815;99815;0.00
3300;110399.20;97824;113543;6287.60
3400;112962.00;112962;112962;0.00
3500;117854.00;117854;117854;0.00
3600;134458.70;121291;140102;8620.28
3700;114372.00;114372;114372;0.00
3800;131482.21;120084;139403;9501.73
3900;129528.00;129528;129528;0.00
4000;149296.35;147021;149976;1243.56
4100;139567.00;139567;139567;0.00
4200;132369.88;131973;133777;747.30
4300;149690.00;149690;149690;0.00
4400;145742.82;138396;166653;12394.49
4500;159070.00;159070;159070;0.00
4600;170067.30;157720;177635;9666.47
4700;166233.00;166233;166233;0.00
4800;158395.00;139922;168342;13555.48
4900;198770.00;198770;198770;0.00
5000;204344.56;182156;206274;6543.05
5100;187907.00;184254;189874;2680.57
5200;180871.00;180871;180871;0.00
5300;211150.24;201134;239658;16897.95
5400;210947.36;178335;221246;18326.56
5500;215497.00;215497;215497;0.00
5600;180100.88;174398;198160;10148.35
5700;205962.16;204801;208805;1816.86
5800;168424.00;168424;168424;0.00
5900;223033.36;222246;227167;1804.07
6000;219970.25;187688;246383;29200.39
6100;211454.23;210694;219141;2417.38
6200;239629.00;239629;239629;0.00
6300;212356.91;209813;223202;5252.52
6400;241304.09;238039;244986;3467.24
6500;255495.54;241512;261778;9372.89
6600;212238.48;209685;252243;10106.97
6700;263145.00;263145;263145;0.00
6800;268337.26;258842;269883;3831.08
6900;256249.59;254889;259278;2029.88
7000;260681.98;244656;272287;13637.52
7100;264851.88;261983;268087;3046.50
7200;256590.60;251997;265917;6545.36
7300;307312.41;298894;309827;4600.96
7400;258189.05;254078;281485;9786.26
7500;280164.30;278765;298755;5100.39
7600;264374.00;264374;264374;0.00
7700;270398.00;270398;270398;0.00
7800;313685.05;283343;315282;6960.94
7900;299085.29;289364;299817;2667.05
8000;302088.88;300604;319165;5035.47
8100;315874.24;297270;317492;5486.09
8200;310065.43;268294;311086;6188.31
8300;341308.60;305194;344449;10649.61
8400;340496.86;314008;344809;10687.55
8500;323524.53;284335;333942;20205.34
8600;324666.37;314153;350406;16450.24
8700;343509.20;293961;370189;36358.44
8800;351538.54;344745;357563;6397.45
8900;344054.40;312688;366768;26691.64
9000;320105.20;317626;325890;3787.04
9100;340211.16;304983;350480;8298.74
9200;382038.30;372168;417033;18585.16
9300;361603.64;354818;365942;5425.73
9400;384513.45;354037;405692;25405.65
9500;365320.38;354825;404803;20356.45
9600;333913.40;325488;384010;18939.88
9700;331455.50;326888;342638;7146.75
9800;390424.52;388673;392322;1823.04
9900;372884.75;369693;382460;5528.27
10000;397859.98;344587;409297;24203.50
