n;avg;min;max;standard_deviation
100;289.00;289;289;0.00
200;665.00;665;665;0.00
300;969.00;969;969;0.00
400;1484.00;1484;1484;0.00
500;2479.10;1973;2696;331.32
600;2589.00;2589;2589;0.00
700;3296.00;3296;3296;0.00
800;3602.00;3602;3602;0.00
900;4118.00;4118;4118;0.00
1000;4025.00;4025;4025;0.00
1100;5856.00;5856;5856;0.00
1200;5417.00;5417;5417;0.00
1300;6163.00;6163;6163;0.00
1400;7473.00;7473;7473;0.00
1500;8278.25;7790;8565;374.17
1600;7502.00;7502;7502;0.00
1700;8523.00;8523;8523;0.00
1800;9823.00;9823;9823;0.00
1900;11550.00;11550;11550;0.00
2000;11142.00;10965;11555;270.37
2100;12935.00;12935;12935;0.00
2200;13391.00;13391;13391;0.00
2300;13038.00;13038;13038;0.00
2400;13690.40;13444;13764;134.67
2500;12789.00;12789;12789;0.00
2600;13943.00;13943;13943;0.00
2700;14662.00;14662;14662;0.00
2800;14934.79;14872;15355;162.43
2900;16398.00;16398;16398;0.00
3000;15411.00;15411;15411;0.00
3100;16736.00;16365;19015;919.52
3200;18454.00;18454;18454;0.00
3300;19065.00;18654;20709;822.00
3400;20463.00;20463;20463;0.00
3500;21229.00;21229;21229;0.00
3600;18614.90;18398;19121;331.32
3700;19668.00;19668;19668;0.00
3800;21465.01;20825;22386;767.75
3900;22513.00;22513;22513;0.00
4000;24443.69;22983;24880;798.32
4100;22712.00;22712;22712;0.00
4200;24425.96;23894;26312;1001.65
4300;29495.00;29495;29495;0.00
4400;29859.90;29791;30056;116.24
4500;26386.00;26386;26386;0.00
4600;25490.72;24942;26386;700.90
4700;30685.00;30685;30685;0.00
4800;27621.10;26940;28886;928.18
4900;33089.00;33089;33089;0.00
5000;25856.28;25581;29022;933.52
5100;31971.75;29011;33566;2172.60
5200;33100.00;33100;33100;0.00
5300;33038.10;31658;33523;818.05
5400;35367.36;33915;35826;816.16
5500;32968.00;32968;32968;0.00
5600;33013.20;31497;33492;852.03
5700;35469.22;33707;36189;1126.24
5800;32936.00;32936;32936;0.00
5900;36300.88;35878;38521;968.94
6000;36621.05;36572;36681;54.23
6100;39171.56;35244;39560;1235.16
6200;39949.00;39949;39949;0.00
6300;46126.23;45654;46237;228.71
6400;41015.21;38335;43392;2523.94
6500;41908.33;40655;44698;1869.86
6600;38020.74;37839;40868;719.35
6700;40414.00;40414;40414;0.00
6800;43910.04;39039;44703;1965.33
6900;45923.90;43633;51023;3417.83
7000;48767.68;44623;51769;3526.97
7100;44766.90;43183;46553;1681.96
7200;48023.21;47713;48176;217.71
7300;46595.71;45500;46923;598.84
7400;48489.75;47967;48582;219.60
7500;45493.12;44778;54994;2606.58
7600;50705.00;50705;50705;0.00
7700;51577.00;51577;51577;0.00
7800;57546.95;46602;58123;2510.94
7900;50833.41;50563;54426;985.63
8000;56850.28;54128;57087;802.76
8100;56710.76;53741;56969;875.73
8200;57339.39;47941;57506;1067.19
8300;57512.24;54824;57746;792.72
8400;55705.70;54549;55894;466.70
8500;52882.32;50910;60302;3825.44
8600;56791.24;55992;58748;1250.57
8700;55162.60;54926;55602;322.43
8800;55434.50;54560;56210;823.51
8900;58280.70;56985;60070;1522.63
9000;58745.60;57487;59285;823.95
9100;58350.08;57822;60917;1006.13
9200;69867.10;61330;72275;4533.93
9300;62258.46;58587;68001;4591.68
9400;55599.23;53384;58787;2657.38
9500;65857.36;62868;66652;1541.25
9600;66088.12;59191;67255;2631.21
9700;68665.52;61628;71540;4497.69
9800;59771.68;57664;62055;2193.74
9900;60209.75;59601;62036;1054.39
10000;70994.17;64757;72284;2823.20
