n;avg;min;max;standard_deviation
100;10;6;26;4.06
200;16;13;23;1.27
300;24;20;34;2.35
400;31;25;45;2.64
500;39;35;68;4.08
600;47;40;69;3.79
700;55;46;77;5.12
800;64;53;104;8.63
900;71;61;102;6.44
1000;80;65;117;8.84
1100;87;71;124;8.38
1200;94;82;126;6.62
1300;102;83;131;7.17
1400;111;98;133;7.37
1500;118;100;152;10.04
1600;126;110;160;9.75
1700;134;112;171;9.22
1800;142;118;172;9.12
1900;151;136;182;9.08
2000;160;138;193;10.53
2100;168;150;209;10.71
2200;175;152;226;12.15
2300;186;160;228;13.98
2400;190;166;228;11.57
2500;197;168;253;12.80
2600;203;177;242;11.81
2700;215;182;260;14.93
2800;227;184;286;14.43
2900;236;213;335;15.42
3000;243;216;280;13.07
3100;252;222;311;13.62
3200;259;229;341;18.02
3300;266;222;332;18.60
3400;276;249;376;17.93
3500;284;248;321;14.16
3600;295;249;354;16.83
3700;302;261;380;18.99
3800;305;265;382;18.99
3900;316;260;357;18.00
4000;319;282;383;17.51
4100;330;287;453;21.20
4200;336;284;403;16.72
4300;350;307;421;21.98
4400;349;296;464;22.99
4500;362;316;418;22.20
4600;362;316;407;18.07
4700;376;324;462;19.99
4800;380;332;438;15.38
4900;392;336;444;20.27
5000;399;341;473;21.88
5100;408;373;463;17.42
5200;418;353;512;23.32
5300;423;373;477;20.82
5400;430;368;511;23.72
5500;443;387;520;23.58
5600;446;384;523;23.03
5700;458;421;555;24.26
5800;462;408;532;22.24
5900;469;393;531;23.76
6000;483;391;577;29.50
6100;491;400;554;25.69
6200;504;440;597;22.99
6300;508;438;672;31.17
6400;506;452;565;19.24
6500;517;454;599;24.21
6600;531;452;612;23.96
6700;532;442;607;28.02
6800;539;474;609;23.85
6900;555;492;654;25.51
7000;560;478;639;26.83
7100;568;501;658;26.22
7200;585;524;676;25.38
7300;577;512;665;28.02
7400;592;506;671;24.76
7500;598;553;674;25.97
7600;601;522;672;26.22
7700;609;537;686;24.73
7800;619;534;712;29.36
7900;625;544;734;29.38
8000;636;559;730;27.02
8100;650;587;716;25.38
8200;669;590;764;31.57
8300;674;591;774;27.31
8400;672;584;772;31.92
8500;681;578;789;28.95
8600;685;625;791;27.24
8700;698;659;764;23.37
8800;701;615;806;32.34
8900;705;578;812;34.04
9000;713;650;789;25.85
9100;730;645;902;31.80
9200;727;649;807;29.27
9300;740;662;823;27.84
9400;755;696;864;26.47
9500;756;658;912;35.24
9600;770;680;889;29.98
9700;783;719;869;26.13
9800;782;651;864;30.04
9900;781;684;930;30.59
10000;791;707;895;31.43
