n;avg;min;max;standard_deviation
100;294.44;197;516;55.52
200;705.32;525;960;108.58
300;1150.52;866;1579;156.64
400;1677.02;1257;2355;245.13
500;2081.73;1605;2897;256.92
600;2564.87;2013;3391;318.65
700;3119.51;2420;4739;403.46
800;3614.48;2785;5541;471.84
900;4265.32;3308;5611;488.19
1000;4746.56;3891;6949;611.44
1100;5365.71;4293;7945;701.66
1200;5993.79;4912;8055;706.90
1300;6497.97;5226;8922;795.18
1400;7063.70;5567;9618;778.64
1500;7728.61;6289;10680;800.21
1600;8264.47;6919;10872;857.17
1700;8946.89;7462;11758;1001.47
1800;9471.34;7579;12893;1098.33
1900;10089.05;8228;13612;1132.97
2000;10865.24;8736;14264;1134.30
2100;11424.79;9114;15136;1262.58
2200;11914.53;9839;15556;1146.52
2300;12813.88;10400;16336;1340.13
2400;13452.22;11136;19232;1460.57
2500;13897.73;10608;17821;1507.52
2600;14392.27;12427;20399;1410.72
2700;15138.21;12590;21612;1588.27
2800;15603.48;12489;19820;1527.93
2900;16619.61;12764;22905;1795.98
3000;17092.42;14143;25313;1735.13
3100;17715.18;14730;24616;1820.33
3200;18461.17;15002;24247;1777.86
3300;18647.56;15257;25397;1824.55
3400;19939.07;16300;26841;2065.65
3500;20330.22;17546;27436;1989.42
3600;20878.03;17234;27434;2065.69
3700;21662.38;18177;28407;1986.59
3800;22307.09;18599;28947;2356.31
3900;22841.55;18589;31221;2291.19
4000;23647.58;19758;32892;2395.76
4100;24442.58;20787;32662;2281.85
4200;25045.10;20298;33632;2308.99
4300;26027.14;22104;31845;2279.14
4400;26294.67;22155;32911;2286.51
4500;26726.37;21535;34396;2530.46
4600;27989.30;23135;37314;2884.09
4700;28491.14;24008;36716;2890.51
4800;28611.22;23991;35746;2324.35
4900;29972.28;24874;36737;2825.17
5000;30799.32;24882;42070;3616.73
5100;31164.98;25162;40465;2991.43
5200;31953.69;26082;43248;2964.59
5300;32668.05;25666;42329;3449.24
5400;33392.55;27552;43754;3127.18
5500;34228.02;28341;41985;3038.41
5600;34339.16;29735;47228;3194.35
5700;35065.99;30291;42834;2935.90
5800;36158.74;30969;54859;3998.67
5900;37155.05;30206;47263;3732.52
6000;37364.47;31687;50445;3727.10
6100;38757.61;33816;51361;3565.79
6200;39054.47;32690;48918;3363.19
6300;39916.94;32351;50997;3747.52
6400;40141.81;33489;55875;3959.99
6500;40817.27;34041;52459;3655.12
6600;41660.00;34989;56663;3659.77
6700;42787.19;36722;56999;3679.88
6800;42410.31;35901;55617;3574.37
6900;43883.54;36609;56981;4572.35
7000;45788.40;37417;61971;4801.49
7100;46148.58;38676;60252;4196.37
7200;45300.33;38925;56452;3654.44
7300;47063.92;39748;66632;4803.04
7400;47705.30;40430;58444;4174.11
7500;48704.75;41235;63023;4820.16
7600;49065.08;41148;61485;4828.35
7700;49578.84;42440;59570;4042.80
7800;51076.18;41510;63549;4474.98
7900;50771.01;42627;63809;4361.81
8000;51323.25;44040;67038;4711.74
8100;52430.72;42891;79082;5051.55
8200;53242.73;45351;70193;5038.94
8300;54158.97;46793;73880;5325.25
8400;54483.71;45529;69823;5128.63
8500;55220.41;47284;68391;4762.08
8600;55810.18;45128;73956;5656.00
8700;57449.90;47674;80615;5213.01
8800;57669.16;49270;74497;4751.93
8900;58063.64;50670;74227;4964.24
9000;58695.94;49919;89102;5996.84
9100;59461.78;50674;73988;4746.70
9200;60425.97;52005;82797;4992.75
9300;61039.36;49976;75015;5507.49
9400;62533.62;50662;84017;5722.64
9500;63303.32;54160;79133;5334.33
9600;63068.70;52966;82198;5625.52
9700;63544.85;54623;77449;4951.06
9800;64735.32;55448;80263;5898.39
9900;66788.13;56832;92298;6214.69
10000;67268.21;57004;80187;5313.70
