n;avg;min;max;standard_deviation
100;7;7;16;1.49
200;16;15;25;1.79
300;20;19;30;2.62
400;27;25;44;3.05
500;35;33;52;3.16
600;46;43;72;4.38
700;55;53;77;4.54
800;64;61;100;6.88
900;73;67;106;6.41
1000;71;67;110;6.66
1100;90;86;114;6.08
1200;98;92;143;7.96
1300;93;88;115;5.29
1400;105;98;171;10.01
1500;123;113;157;10.06
1600;127;120;181;9.33
1700;127;120;180;9.70
1800;145;138;181;8.01
1900;150;141;190;10.11
2000;158;145;222;14.94
2100;173;163;205;9.85
2200;151;143;177;7.17
2300;185;177;251;10.06
2400;190;172;231;11.73
2500;193;184;249;10.65
2600;210;196;299;16.23
2700;221;207;278;13.09
2800;223;209;267;12.09
2900;232;219;299;13.81
3000;244;225;359;19.16
3100;247;230;284;10.78
3200;252;237;312;13.19
3300;264;249;315;12.95
3400;278;263;331;13.67
3500;268;255;345;15.85
3600;283;265;369;18.14
3700;289;275;390;16.01
3800;297;284;368;13.10
3900;318;299;387;16.23
4000;329;307;387;16.33
4100;349;327;419;19.38
4200;341;321;405;17.85
4300;351;332;403;16.68
4400;331;302;451;28.17
4500;365;346;429;14.89
4600;368;343;435;18.23
4700;391;370;442;16.27
4800;393;371;503;19.89
4900;411;383;476;17.56
5000;416;398;462;14.99
5100;410;389;477;15.50
5200;420;400;475;16.37
5300;437;415;480;14.00
5400;435;413;506;16.67
5500;447;426;508;19.11
5600;454;426;559;23.90
5700;476;440;559;23.82
5800;471;447;550;20.30
5900;475;441;537;17.60
6000;490;464;551;19.71
6100;490;463;560;19.90
6200;502;478;559;17.23
6300;523;486;603;18.67
6400;524;493;591;19.52
6500;529;490;615;21.37
6600;539;514;687;23.76
6700;554;513;639;28.90
6800;549;513;640;23.51
6900;562;522;683;25.01
7000;573;532;688;27.35
7100;564;526;688;28.83
7200;581;541;658;23.49
7300;570;544;668;18.72
7400;594;564;638;17.60
7500;601;567;660;21.81
7600;623;593;731;22.42
7700;636;599;760;32.30
7800;614;585;679;20.98
7900;604;572;729;25.93
8000;659;618;701;18.20
8100;658;625;786;26.22
8200;632;590;697;22.44
8300;673;637;793;23.25
8400;690;637;751;26.87
8500;690;651;763;25.13
8600;687;646;763;23.16
8700;704;658;774;23.99
8800;707;660;784;27.70
8900;684;622;761;34.24
9000;720;665;801;26.62
9100;737;696;869;27.17
9200;732;686;808;22.69
9300;756;704;867;29.29
9400;748;709;847;32.10
9500;684;631;796;42.34
9600;773;725;859;24.48
9700;781;736;888;29.00
9800;798;746;867;28.41
9900;801;750;895;28.45
10000;799;760;902;28.18
