n;avg;min;max;standard_deviation
100;434.00;434;434;0.00
200;1046.00;1046;1046;0.00
300;1375.00;1375;1375;0.00
400;2186.00;2186;2186;0.00
500;2792.40;2686;2838;69.66
600;3495.00;3495;3495;0.00
700;4029.00;4029;4029;0.00
800;4685.00;4685;4685;0.00
900;5390.00;5390;5390;0.00
1000;6251.00;6251;6251;0.00
1100;7019.00;7019;7019;0.00
1200;7525.00;7525;7525;0.00
1300;8066.00;8066;8066;0.00
1400;8664.00;8664;8664;0.00
1500;9962.17;9925;9984;28.49
1600;10529.00;10529;10529;0.00
1700;10893.00;10893;10893;0.00
1800;11855.00;11855;11855;0.00
1900;12841.00;12841;12841;0.00
2000;14110.20;13854;14220;167.72
2100;15227.00;15227;15227;0.00
2200;15626.00;15626;15626;0.00
2300;16433.00;16433;16433;0.00
2400;17467.08;16463;17767;548.77
2500;18645.00;18645;18645;0.00
2600;19847.00;19847;19847;0.00
2700;19503.00;19503;19503;0.00
2800;20233.37;20214;20363;50.11
2900;21589.00;21589;21589;0.00
3000;21451.00;21451;21451;0.00
3100;22539.48;21879;22647;266.49
3200;22657.00;22657;22657;0.00
3300;24817.20;24446;24910;185.60
3400;24209.00;24209;24209;0.00
3500;26642.00;26642;26642;0.00
3600;25925.50;25873;26048;80.20
3700;27065.00;27065;27065;0.00
3800;29921.30;28641;30811;1067.28
3900;28217.00;28217;28217;0.00
4000;28879.94;28709;28931;93.42
4100;30690.00;30690;30690;0.00
4200;32604.40;32193;34063;774.64
4300;32802.00;32802;32802;0.00
4400;31625.92;30965;33507;1115.01
4500;33204.00;33204;33204;0.00
4600;35432.12;35024;36098;521.31
4700;36346.00;36346;36346;0.00
4800;36285.85;35932;36943;482.22
4900;38095.00;38095;38095;0.00
5000;38432.92;37972;38473;135.92
5100;39255.75;39184;39389;97.78
5200;38698.00;38698;38698;0.00
5300;41900.90;41468;43133;730.33
5400;41396.12;41291;41729;187.06
5500;41679.00;41679;41679;0.00
5600;44229.76;43960;45084;480.04
5700;44886.66;44783;44929;66.25
5800;43826.00;43826;43826;0.00
5900;47316.52;47285;47482;72.22
6000;46896.20;44122;49166;2509.36
6100;47619.87;47445;49388;556.05
6200;49694.00;49694;49694;0.00
6300;48382.74;48222;49068;331.89
6400;51640.24;50422;53014;1293.67
6500;52876.29;52610;53469;397.28
6600;52557.80;52469;53949;351.48
6700;52472.00;52472;52472;0.00
6800;51910.96;51552;54116;889.67
6900;54410.26;52165;55419;1504.95
7000;57323.30;57317;57332;7.40
7100;55569.98;54755;56489;865.44
7200;60499.31;57891;61784;1830.54
7300;57554.12;57434;57590;65.65
7400;57592.45;56635;63018;2279.19
7500;61899.29;61868;62315;114.05
7600;61066.00;61066;61066;0.00
7700;62145.00;62145;62145;0.00
7800;62024.00;61921;63981;448.97
7900;64956.81;64662;64979;80.88
8000;68402.72;62477;68918;1747.40
8100;67113.00;64698;67323;712.14
8200;66756.20;66317;67072;69.91
8300;65860.00;63629;66054;657.89
8400;66359.74;66266;66375;37.82
8500;69535.59;66122;70443;1759.98
8600;71067.73;68112;72275;1889.01
8700;71123.60;70852;71628;370.13
8800;72061.20;71422;72782;678.77
8900;71271.24;69341;72669;1642.56
9000;72089.30;71103;72512;645.68
9100;74387.22;73738;77211;1227.88
9200;72526.16;71690;72762;444.07
9300;78955.94;76871;82217;2607.51
9400;79000.50;74369;82219;3860.89
9500;75013.70;73445;80915;3042.59
9600;77666.97;75581;78758;706.40
9700;82406.83;80427;87254;3097.83
9800;82013.12;80540;83609;1533.27
9900;82758.50;80039;83665;1570.10
10000;82159.70;79151;83703;1374.85
