n;avg;min;max;standard_deviation
100;437.40;364;511;31.43
200;986.40;875;1163;53.55
300;1585.49;1389;1802;87.66
400;2198.85;1952;2483;101.68
500;2848.97;2558;3146;132.13
600;3495.91;3125;3972;162.93
700;4221.90;3781;4754;197.12
800;4883.06;4392;5416;195.74
900;5586.07;5131;6239;223.49
1000;6312.73;5822;6929;237.28
1100;6976.78;6073;7899;262.08
1200;7764.38;6998;9203;340.59
1300;8462.67;7290;9358;323.27
1400;9254.28;8394;10083;319.31
1500;10035.75;9270;11143;408.27
1600;10744.88;9415;11789;404.30
1700;11391.02;10436;12382;420.78
1800;12246.38;11212;13783;475.91
1900;13038.03;11940;14592;515.00
2000;13746.34;12668;15179;540.94
2100;14494.11;13279;15578;513.80
2200;15296.31;13998;16605;525.18
2300;16056.80;14495;17318;561.74
2400;16968.96;15645;19105;585.32
2500;17744.64;16671;19350;588.03
2600;18409.06;17134;19990;605.86
2700;19419.85;17897;21255;601.96
2800;20105.40;17912;22128;757.21
2900;20913.82;19271;23266;719.75
3000;21748.27;20166;23553;682.95
3100;22581.56;20541;24465;790.06
3200;23323.16;21290;25455;733.30
3300;24178.14;22659;26064;766.19
3400;24953.22;23388;27843;790.46
3500;25643.68;23745;27901;778.44
3600;26737.66;24925;29208;845.48
3700;27513.16;25442;29587;836.12
3800;28348.45;26180;30830;913.78
3900;29075.05;26849;31240;915.19
4000;29889.74;27784;31994;948.34
4100;30767.99;28576;33765;994.69
4200;31733.65;28120;34542;1084.77
4300;32437.27;30149;35818;1208.60
4400;33195.57;30953;35883;1057.29
4500;34159.58;31472;37172;1160.51
4600;34964.99;31829;38002;1042.48
4700;35700.67;33223;39329;1154.05
4800;36703.25;34449;39243;1076.59
4900;37353.49;34655;40747;1121.11
5000;38380.72;35448;41080;1227.77
5100;39066.20;36930;42552;1076.26
5200;40143.52;36938;43228;1416.20
5300;40996.33;37737;44204;1262.50
5400;41750.09;38663;45446;1463.86
5500;42664.41;39411;46515;1356.73
5600;43497.22;41362;47040;1198.42
5700;44526.84;41261;48815;1270.29
5800;45309.74;42047;50074;1450.21
5900;45897.96;42598;49862;1329.14
6000;46995.41;43678;50926;1396.20
6100;47555.37;43312;53922;1546.94
6200;48860.36;45994;52825;1466.13
6300;49479.57;46566;52884;1310.38
6400;50628.80;47209;55565;1711.02
6500;51257.52;47488;57058;1779.97
6600;52201.49;48473;56350;1585.83
6700;52758.63;48469;57145;1636.15
6800;53988.10;49506;58231;1790.52
6900;54958.42;51373;58617;1664.39
7000;55721.11;52366;60983;1648.78
7100;56093.46;52170;61154;1551.52
7200;57321.76;53541;62636;1902.95
7300;58318.23;53861;62402;1548.02
7400;59392.88;55931;64055;1814.45
7500;60015.75;56671;64347;1573.13
7600;60967.96;56095;68784;2017.09
7700;61506.37;55994;65829;1777.08
7800;62857.12;57853;68022;1835.18
7900;63620.26;60104;67878;1607.64
8000;64720.14;60701;68894;1800.91
8100;65369.40;61468;70956;1802.95
8200;66532.14;60235;72773;2056.00
8300;67218.38;63768;73546;1914.65
8400;68201.28;63617;73689;2017.47
8500;68842.92;64368;73775;1955.59
8600;70201.27;64958;74711;2110.66
8700;71002.36;65454;77224;2104.43
8800;71600.33;66511;76871;2236.98
8900;72555.38;67755;78993;2096.34
9000;73733.69;67748;80824;2317.64
9100;74650.82;70134;79888;2117.44
9200;75171.31;69490;80441;2213.40
9300;76009.15;71437;83172;2248.31
9400;77018.83;72942;81730;1960.13
9500;77559.50;71463;82494;2167.94
9600;78712.09;73369;84983;2300.15
9700;79729.40;75594;84593;2078.34
9800;81081.48;75070;87236;2577.52
9900;81622.67;75374;87194;2153.61
10000;82764.63;75791;89841;2690.66
