n;avg;min;max;standard_deviation
100;9;4;21;4.18
200;16;12;24;1.66
300;24;20;34;2.56
400;31;25;51;3.31
500;39;32;65;3.95
600;48;41;77;6.01
700;56;48;90;6.71
800;63;49;88;7.05
900;69;57;90;5.29
1000;78;63;95;5.11
1100;86;71;116;7.42
1200;94;80;121;6.95
1300;102;87;149;9.04
1400;110;89;159;10.67
1500;116;102;149;8.01
1600;123;110;151;6.25
1700;132;110;161;9.02
1800;144;122;210;14.17
1900;151;131;220;12.25
2000;160;138;205;10.94
2100;166;146;206;9.84
2200;172;147;217;9.20
2300;181;157;217;10.32
2400;190;158;242;13.47
2500;198;167;251;12.81
2600;204;178;267;11.41
2700;213;190;290;15.65
2800;226;195;290;15.22
2900;236;192;282;14.15
3000;240;211;275;11.95
3100;253;215;321;17.00
3200;258;216;337;20.60
3300;265;222;336;18.13
3400;274;246;317;14.56
3500;285;242;334;15.97
3600;296;259;369;18.95
3700;297;256;378;18.43
3800;306;255;367;18.41
3900;314;269;412;19.60
4000;321;273;377;20.26
4100;327;276;403;20.81
4200;336;287;393;19.27
4300;346;296;432;19.70
4400;347;280;432;22.64
4500;358;303;424;18.11
4600;366;318;473;23.87
4700;376;313;431;20.71
4800;379;320;434;17.38
4900;389;336;474;21.25
5000;393;354;474;19.72
5100;406;361;494;22.45
5200;418;361;491;23.00
5300;422;383;480;18.87
5400;425;368;509;23.12
5500;438;386;511;21.32
5600;442;374;511;19.37
5700;450;389;552;21.59
5800;463;403;570;25.00
5900;471;405;572;21.79
6000;476;426;595;22.95
6100;489;414;605;29.54
6200;504;435;592;25.00
6300;506;441;606;26.42
6400;502;406;572;21.33
6500;515;452;574;23.73
6600;529;415;664;29.09
6700;533;451;612;25.95
6800;538;454;626;30.12
6900;551;473;632;27.66
7000;555;486;625;25.60
7100;561;493;638;29.65
7200;580;509;667;25.89
7300;576;495;695;27.57
7400;591;477;680;30.16
7500;593;546;650;21.69
7600;598;516;679;25.70
7700;611;533;734;30.88
7800;617;546;711;24.68
7900;630;548;742;27.88
8000;634;543;690;26.28
8100;650;564;726;31.39
8200;663;587;732;27.38
8300;669;555;733;26.94
8400;671;581;777;29.07
8500;680;617;804;30.60
8600;686;622;760;27.29
8700;698;647;780;27.40
8800;700;611;785;29.80
8900;711;610;807;35.65
9000;711;614;822;34.22
9100;719;646;803;23.15
9200;724;593;823;31.62
9300;735;638;905;34.99
9400;757;681;866;29.90
9500;761;652;854;33.57
9600;770;679;879;28.24
9700;781;723;885;30.35
9800;778;704;878;30.94
9900;779;680;896;30.97
10000;794;695;926;34.99
