n;avg;min;max;standard_deviation
100;10;9;27;2.39
200;17;16;26;1.73
300;25;25;34;1.75
400;36;35;55;3.63
500;44;42;69;3.77
600;53;50;79;5.56
700;66;63;91;3.57
800;71;65;95;5.72
900;77;72;110;5.85
1000;88;82;128;6.83
1100;101;92;128;8.08
1200;111;102;140;8.00
1300;116;109;164;7.99
1400;123;114;162;8.26
1500;136;123;179;11.28
1600;148;139;188;9.21
1700;150;138;180;9.24
1800;157;148;190;8.25
1900;163;147;202;13.23
2000;169;157;230;9.98
2100;188;172;225;11.09
2200;200;179;264;14.64
2300;204;192;264;12.63
2400;218;206;285;13.80
2500;219;204;272;14.21
2600;224;211;282;11.97
2700;231;215;280;13.61
2800;250;233;295;11.44
2900;257;238;307;13.88
3000;272;245;336;16.88
3100;274;254;314;12.01
3200;285;255;346;16.36
3300;306;281;378;18.65
3400;302;270;365;17.83
3500;314;290;387;17.00
3600;317;287;409;19.67
3700;338;297;416;19.40
3800;347;317;423;18.53
3900;342;316;409;17.79
4000;354;314;427;23.12
4100;365;330;430;19.95
4200;368;339;427;18.60
4300;387;358;437;17.37
4400;392;360;474;22.57
4500;384;357;465;17.39
4600;405;367;504;22.03
4700;410;388;474;15.49
4800;433;396;500;22.06
4900;429;401;491;17.57
5000;440;414;499;19.34
5100;445;413;518;19.21
5200;461;428;543;20.53
5300;468;430;535;18.09
5400;482;434;573;26.98
5500;483;446;558;22.30
5600;497;452;553;23.87
5700;498;447;575;25.66
5800;518;476;631;28.07
5900;515;481;610;23.25
6000;538;484;609;25.69
6100;551;502;641;25.59
6200;546;495;651;27.81
6300;550;509;644;24.33
6400;566;510;664;25.51
6500;567;522;664;24.73
6600;573;535;634;23.56
6700;588;546;652;22.31
6800;599;554;773;29.92
6900;593;547;724;27.94
7000;609;564;693;25.53
7100;623;572;722;31.19
7200;632;570;765;37.60
7300;652;610;739;27.83
7400;653;585;827;37.70
7500;667;609;777;31.07
7600;668;604;764;33.82
7700;678;626;773;25.61
7800;698;645;808;32.88
7900;704;645;770;31.44
8000;741;686;867;35.09
8100;710;656;811;26.02
8200;735;673;840;30.87
8300;726;659;853;31.88
8400;736;681;841;28.66
8500;733;686;818;29.47
8600;745;687;824;27.12
8700;753;699;886;28.12
8800;768;723;830;21.59
8900;789;721;893;30.43
9000;796;732;947;34.42
9100;791;736;933;37.70
9200;797;735;892;34.59
9300;812;752;903;31.69
9400;832;767;923;32.97
9500;843;772;974;37.63
9600;836;769;962;36.53
9700;859;756;1001;46.03
9800;864;803;970;32.36
9900;871;805;1011;38.87
10000;891;825;1041;44.68
