n;avg;min;max;standard_deviation
100;8;4;16;1.57
200;15;8;32;2.97
300;23;12;42;4.53
400;30;16;50;4.81
500;39;35;53;3.34
600;45;25;68;5.76
700;55;29;88;7.50
800;64;34;99;7.63
900;70;38;87;7.63
1000;79;40;109;9.83
1100;85;47;131;10.35
1200;93;48;122;11.32
1300;102;52;146;13.22
1400;111;68;144;8.91
1500;118;60;156;12.04
1600;125;65;169;14.90
1700;132;65;169;12.80
1800;141;76;183;11.59
1900;146;77;197;14.37
2000;156;82;195;14.76
2100;163;84;221;15.50
2200;168;88;234;24.29
2300;179;93;223;16.12
2400;189;171;237;11.96
2500;192;102;238;15.48
2600;202;105;285;19.96
2700;208;107;265;22.29
2800;222;205;263;11.46
2900;233;126;283;17.49
3000;239;222;275;10.32
3100;247;125;299;26.13
3200;251;132;314;25.75
3300;260;133;312;17.82
3400;270;148;326;23.30
3500;274;137;348;34.92
3600;283;148;388;32.08
3700;293;144;374;31.65
3800;299;160;357;27.83
3900;306;158;370;22.26
4000;317;171;393;23.33
4100;318;158;375;34.61
4200;324;174;394;34.19
4300;335;180;407;28.61
4400;345;178;415;25.06
4500;356;192;457;25.63
4600;360;184;436;25.32
4700;370;341;428;16.56
4800;378;206;427;23.13
4900;379;195;468;35.95
5000;396;364;469;18.13
5100;405;375;466;17.79
5200;411;208;530;35.91
5300;412;204;474;36.99
5400;417;220;479;41.80
5500;429;220;533;41.68
5600;440;238;493;28.08
5700;446;225;524;39.93
5800;455;408;542;23.25
5900;467;249;532;38.97
6000;468;249;566;38.41
6100;482;254;539;30.53
6200;481;249;555;38.69
6300;491;241;566;48.46
6400;512;469;579;20.45
6500;507;250;584;48.89
6600;525;268;627;37.97
6700;529;273;622;35.42
6800;539;487;624;25.67
6900;539;281;645;47.56
7000;545;286;621;49.77
7100;567;533;626;21.69
7200;576;306;669;40.46
7300;581;288;683;47.86
7400;585;300;674;49.57
7500;594;537;711;28.10
7600;601;557;686;24.12
7700;611;558;722;24.59
7800;626;567;760;36.14
7900;631;578;810;29.68
8000;620;326;715;56.68
8100;639;594;728;26.35
8200;638;340;740;49.21
8300;654;356;772;51.45
8400;658;364;736;40.51
8500;662;347;763;52.82
8600;671;337;824;65.75
8700;679;355;797;59.78
8800;689;631;803;27.48
8900;701;371;838;46.62
9000;705;662;774;24.12
9100;713;659;806;24.35
9200;722;394;830;44.30
9300;727;378;834;44.83
9400;745;685;827;26.54
9500;753;681;899;32.86
9600;748;373;908;61.42
9700;766;422;840;43.65
9800;758;399;870;77.89
9900;770;386;861;67.14
10000;790;726;899;28.90
