n;avg;min;max;standard_deviation
100;1443.95;883;2140;246.69
200;3208.72;1955;4639;463.68
300;5148.92;3012;7007;677.51
400;7298.86;4358;9689;977.51
500;9439.30;6387;12160;984.96
600;11635.42;7607;14064;1099.56
700;13826.30;8428;16548;1647.78
800;16178.54;9723;20826;1860.30
900;18659.44;12024;22751;1746.39
1000;20941.14;12920;24769;2006.89
1100;23431.27;14346;29488;2338.90
1200;25283.03;16014;30746;3190.39
1300;28076.11;17169;35047;2477.62
1400;30288.32;19021;38023;3285.88
1500;32939.93;20458;40081;3344.98
1600;35756.78;21808;42347;3532.03
1700;38751.54;26254;45404;2926.68
1800;40601.56;28239;48205;3354.80
1900;43525.88;28170;53890;3499.01
2000;45929.56;29817;52793;3554.91
2100;48724.36;38502;59054;3610.68
2200;51622.64;31566;62104;5233.92
2300;53822.29;36788;65147;4387.11
2400;56604.45;35493;65617;4184.67
2500;59416.21;40653;71745;4855.91
2600;61335.82;39814;72804;5075.30
2700;65157.30;41751;74943;4886.59
2800;67129.81;58557;80612;4864.62
2900;69260.08;42634;78580;6649.11
3000;71962.61;43986;83281;5706.38
3100;74741.02;46613;89483;6664.21
3200;77786.83;49687;95237;6755.44
3300;80040.75;52296;94309;6524.82
3400;82948.46;52954;97099;7253.06
3500;85858.47;54742;103369;8028.19
3600;89082.80;55231;107208;7551.28
3700;90995.29;57948;106692;7499.32
3800;94658.39;59470;112147;6942.59
3900;97480.49;63562;112912;7740.94
4000;98769.61;63926;112086;8435.91
4100;102769.83;61044;117358;8496.48
4200;105047.73;89264;124605;7278.94
4300;107855.74;69351;130075;8249.74
4400;112122.19;70244;129788;7812.99
4500;113522.72;77914;144260;8944.45
4600;117694.14;74695;145809;10102.97
4700;119405.74;78844;139216;8962.63
4800;120401.73;73367;148904;11650.27
4900;124353.37;81404;152505;10616.04
5000;127572.16;79933;151451;11348.59
5100;132942.28;87380;158832;10066.79
5200;132575.89;85659;154724;11952.78
5300;137116.93;114824;167241;9561.88
5400;139744.60;88500;169902;12082.10
5500;142724.68;89221;160367;10101.08
5600;144570.11;90434;168818;12160.38
5700;149088.46;99747;170525;10195.71
5800;152014.28;127427;173885;9365.34
5900;154881.36;98604;177296;11764.98
6000;156931.69;96444;184487;12938.88
6100;157059.63;95624;187166;14097.87
6200;164072.13;101368;196450;12980.51
6300;167304.92;105133;211904;13385.76
6400;169210.92;108167;201570;14480.08
6500;169733.45;102840;211457;16615.64
6600;174082.33;143807;207379;12232.26
6700;178424.12;149423;199867;10157.39
6800;180555.30;114895;219643;15019.67
6900;182570.02;121378;218671;14289.14
7000;184794.20;111392;216095;18230.43
7100;190643.77;160888;228622;12204.78
7200;192337.87;118102;229368;18062.54
7300;193443.81;117094;219345;13423.07
7400;200039.31;121369;239046;17271.86
7500;200915.02;133329;246273;14121.26
7600;203362.55;120064;241865;17131.48
7700;206105.06;129060;244491;16509.14
7800;209581.99;127819;247945;15190.74
7900;209201.22;129614;235837;18741.39
8000;213433.80;130810;253723;20743.17
8100;218891.88;188998;259126;15093.91
8200;222621.46;192176;266710;14178.14
8300;222968.59;138788;261905;18874.56
8400;229248.54;204191;271553;15352.48
8500;232491.46;143401;270628;16934.96
8600;235063.43;205279;266723;13872.40
8700;238121.53;200202;281350;15456.47
8800;241808.52;145159;287444;17422.91
8900;244400.00;157602;286427;17065.69
9000;249313.91;163939;291461;19001.38
9100;247008.46;153182;289981;18473.05
9200;257965.83;223184;292969;15518.71
9300;253970.10;176007;297707;16833.15
9400;255681.18;168326;315185;18573.67
9500;263249.31;171147;319142;20068.87
9600;266153.14;231278;313391;15560.83
9700;263343.14;169487;316856;25062.56
9800;270984.25;169999;311246;19792.54
9900;272951.98;233518;321258;17493.74
10000;275206.13;235877;322406;18388.36
