n;avg;min;max;standard_deviation
100;1786.00;1786;1786;0.00
200;4321.00;4321;4321;0.00
300;7143.00;7143;7143;0.00
400;9713.00;9713;9713;0.00
500;11699.00;11699;11699;0.00
600;15730.92;15706;18198;247.95
700;21522.00;21522;21522;0.00
800;20298.75;19768;21891;919.29
900;23017.08;22692;28110;1286.70
1000;31696.00;31696;31696;0.00
1100;34312.18;31690;35663;1882.04
1200;37402.03;36743;37860;549.38
1300;42204.44;41048;42724;775.14
1400;44755.80;37102;48036;5010.59
1500;44489.38;43167;46741;1725.54
1600;55214.51;50624;59625;4499.60
1700;52403.80;51302;54450;1501.50
1800;59767.11;59108;63339;1453.37
1900;65751.00;64958;66258;634.07
2000;61579.65;57702;70777;5530.45
2100;69192.20;58154;76551;9012.65
2200;76381.11;76204;76823;251.92
2300;73156.58;72552;73995;710.62
2400;80799.60;76327;84459;4045.62
2500;83778.74;81416;85391;1328.50
2600;88222.79;86177;91999;1895.96
2700;87164.76;81519;96162;6690.77
2800;102736.16;90024;109653;6604.81
2900;108651.01;103174;112224;3221.97
3000;99787.50;95229;104450;3549.00
3100;113107.60;102495;120286;6090.33
3200;119619.23;108914;127265;8603.28
3300;119859.18;110257;126713;7679.65
3400;118434.25;112802;122633;4372.06
3500;124570.45;117959;143485;9419.76
3600;135908.00;127179;147607;9008.40
3700;124473.88;121470;128970;2501.49
3800;151403.30;147227;156765;3887.72
3900;152364.60;144593;162452;7309.51
4000;138336.58;133778;146782;5727.02
4100;148365.78;142687;157634;6354.77
4200;148717.32;141022;159237;7668.47
4300;152804.61;135496;162495;11389.36
4400;158185.34;142414;170965;10413.53
4500;165391.85;160918;170981;4025.98
4600;160864.35;150454;179451;11304.05
4700;183588.02;164405;193031;10479.79
4800;178159.16;156938;195115;13189.94
4900;179251.90;163968;197459;13607.76
5000;187417.60;177226;214679;12177.74
5100;193382.86;174679;210630;13147.28
5200;198960.18;181950;215954;9787.12
5300;211630.02;191972;229317;14031.33
5400;209366.01;190799;232881;12258.69
5500;208121.32;189566;226804;12791.53
5600;222036.40;207415;236424;11253.15
5700;215682.74;196116;229034;11947.57
5800;220409.45;208544;229923;6333.08
5900;239802.37;207348;276711;24102.95
6000;216072.84;192371;245688;19439.62
6100;242272.86;231915;256588;10488.22
6200;242345.97;225705;265635;14658.35
6300;260254.41;238026;299258;21558.01
6400;246788.14;227743;270215;16508.77
6500;270296.91;256580;279327;7529.73
6600;261496.40;229379;293778;21372.59
6700;263110.12;249977;279033;9591.79
6800;279663.46;252666;306813;19278.06
6900;266331.20;229551;293586;21025.22
7000;277505.70;241063;297882;19349.43
7100;266607.15;249284;278405;8361.32
7200;289267.24;244578;306205;11491.00
7300;291414.88;263418;331679;23845.58
7400;297157.54;275698;327956;15644.45
7500;283885.45;241851;319820;25000.41
7600;283919.64;260602;323346;13575.71
7700;309985.10;289619;346064;20458.30
7800;323804.63;310342;366101;12804.78
7900;319959.37;294457;352218;17247.55
8000;319072.89;298477;340554;16250.62
8100;331662.55;292852;371504;24258.56
8200;317894.50;294583;347133;17400.99
8300;324455.75;296216;373263;21888.22
8400;336954.84;292685;371598;27058.72
8500;360173.87;332258;389472;18433.78
8600;360897.98;313760;408806;25427.66
8700;362287.94;330159;400883;20498.39
8800;351350.01;338170;367430;10785.44
8900;347539.31;285925;415594;39732.93
9000;367726.55;332227;411944;25502.67
9100;367230.05;332205;416830;27497.34
9200;376431.06;349086;387170;12548.14
9300;366863.58;335729;410043;23874.59
9400;370465.94;340110;396790;16678.37
9500;393055.14;348896;438786;31090.44
9600;374016.25;325585;396292;15671.32
9700;387441.75;346932;430056;25583.08
9800;405911.22;372952;425859;16783.81
9900;408435.23;377544;464046;26644.57
10000;411678.99;349517;488543;35781.92
