n;avg;min;max;standard_deviation
100;8;8;17;1.23
200;17;16;34;2.30
300;27;26;44;2.23
400;34;33;44;2.02
500;44;42;68;4.21
600;51;49;84;4.79
700;61;57;95;7.03
800;72;68;91;3.59
900;79;72;111;7.41
1000;88;82;128;6.47
1100;91;84;117;6.57
1200;100;96;120;4.20
1300;113;103;166;9.87
1400;126;112;166;9.48
1500;130;121;177;9.70
1600;136;129;170;7.50
1700;147;133;209;12.66
1800;151;140;191;8.10
1900;160;150;208;8.92
2000;165;153;210;8.44
2100;188;170;237;11.88
2200;191;178;240;13.02
2300;195;176;272;17.66
2400;199;184;291;14.13
2500;214;200;270;13.81
2600;222;208;268;12.58
2700;239;223;293;13.81
2800;238;222;284;11.37
2900;247;231;299;11.55
3000;258;237;317;14.00
3100;261;235;314;17.15
3200;269;252;315;11.91
3300;288;265;339;17.02
3400;288;267;341;15.13
3500;296;270;349;14.67
3600;302;278;377;14.89
3700;308;284;363;15.70
3800;317;296;361;13.55
3900;338;306;393;17.84
4000;338;300;403;18.20
4100;346;324;428;18.40
4200;363;340;421;16.67
4300;372;345;413;14.72
4400;377;341;482;22.41
4500;375;347;455;17.73
4600;401;372;448;14.22
4700;402;355;461;20.79
4800;403;372;482;18.52
4900;427;378;547;27.10
5000;433;391;532;26.73
5100;441;404;493;18.08
5200;446;413;549;22.95
5300;449;419;502;17.09
5400;467;427;520;19.33
5500;477;437;574;25.23
5600;470;413;539;28.14
5700;485;452;543;17.89
5800;497;451;602;25.43
5900;516;460;593;25.26
6000;524;489;603;21.75
6100;526;480;581;20.03
6200;535;495;585;18.51
6300;537;470;757;33.77
6400;540;496;615;22.78
6500;542;500;603;21.00
6600;558;516;625;25.69
6700;562;522;635;22.35
6800;583;530;696;33.53
6900;587;538;687;27.42
7000;604;557;712;29.41
7100;601;552;681;24.39
7200;611;550;712;33.38
7300;630;582;707;27.48
7400;635;592;735;23.28
7500;636;588;736;26.10
7600;643;581;721;27.93
7700;653;588;771;33.78
7800;658;593;754;30.97
7900;683;644;760;22.90
8000;669;607;752;30.50
8100;688;635;786;30.17
8200;693;647;793;30.15
8300;694;636;804;29.89
8400;708;646;772;28.74
8500;712;649;797;31.11
8600;746;684;830;31.20
8700;738;669;850;40.79
8800;755;692;867;31.14
8900;760;704;841;31.63
9000;760;693;813;22.99
9100;800;724;922;37.41
9200;778;718;883;33.62
9300;780;707;843;27.92
9400;796;731;907;34.85
9500;797;731;904;33.94
9600;814;753;912;29.21
9700;821;743;922;37.26
9800;838;756;956;41.50
9900;871;788;1036;43.74
10000;854;769;1026;38.46
