n;avg;min;max;standard_deviation
100;1390.58;848;1846;181.87
200;3201.10;2408;4338;331.71
300;5599.35;4523;7551;658.85
400;7797.12;6012;9731;826.22
500;10758.90;7944;14205;1128.96
600;13283.59;10386;16691;1266.60
700;15864.51;12476;20806;1587.77
800;18779.06;14744;24231;1765.89
900;21868.55;17323;28503;2185.29
1000;25460.70;18767;31599;2627.04
1100;28364.86;21690;35770;2848.37
1200;30865.04;24128;37438;2851.65
1300;33517.91;25551;42913;3004.39
1400;37210.05;29495;47470;3612.73
1500;40722.60;33784;57371;3938.03
1600;44163.27;36083;55938;3707.25
1700;46920.76;37795;59237;4538.29
1800;50282.07;38342;65042;5118.82
1900;52208.83;41673;69911;5735.09
2000;57993.03;46712;72574;5050.88
2100;60230.94;49470;73906;5511.23
2200;65153.40;50258;85343;6794.74
2300;66912.25;56182;81706;5746.00
2400;70841.67;57330;85535;6329.87
2500;73221.22;52453;85535;6395.66
2600;76227.13;59639;94824;7297.40
2700;80597.80;60918;101212;7718.72
2800;83177.62;67106;98306;6789.40
2900;86760.42;63131;113449;8835.16
3000;89178.19;74340;111330;8051.17
3100;94330.21;73668;135839;8533.17
3200;96298.33;78719;119953;8898.02
3300;100957.75;75151;129705;9795.20
3400;101935.35;80649;129096;8754.20
3500;107182.25;83972;137148;10026.87
3600;111226.94;90550;140425;10520.83
3700;116195.96;86987;159776;11499.62
3800;120609.68;98004;149362;11966.54
3900;124409.74;95457;153666;11545.97
4000;128938.96;101208;167378;12400.65
4100;129995.11;99999;150922;10940.35
4200;135539.18;113988;166948;10135.45
4300;139042.31;110435;168860;12797.51
4400;143893.03;113366;175881;13029.66
4500;145208.80;120260;184960;13594.91
4600;149641.38;120474;184326;14041.92
4700;151668.61;125777;208592;13217.64
4800;154185.07;126786;188042;13685.33
4900;157249.20;121397;189895;14638.13
5000;160587.22;124686;203689;13142.27
5100;165424.12;131062;206116;14911.24
5200;171359.14;138312;207694;14486.60
5300;173547.84;137728;225824;15222.43
5400;177630.07;149096;224234;15982.05
5500;178564.17;141871;244944;17610.01
5600;185412.82;152371;219166;15383.32
5700;185253.82;147608;237069;17091.79
5800;191788.95;151921;237711;16027.63
5900;197801.87;162226;244846;16781.65
6000;201012.72;158334;248182;16307.19
6100;203083.07;153835;261772;21329.25
6200;207555.88;171027;262354;20180.78
6300;209885.78;172128;254204;17610.41
6400;210355.26;168981;264247;18110.83
6500;218990.61;185480;265719;20001.17
6600;223167.41;173462;276621;20315.11
6700;224999.42;181461;276996;19606.55
6800;230494.21;189373;289782;19271.49
6900;233609.83;182502;287196;18880.44
7000;238288.49;201381;305192;19894.42
7100;244126.81;185670;309430;23552.34
7200;243662.02;196415;310786;23476.24
7300;247778.32;193888;299931;22257.14
7400;253741.51;209485;306709;22720.71
7500;257239.57;209753;338514;21990.30
7600;256692.66;206426;335214;24937.33
7700;263147.87;221001;318328;21193.35
7800;270945.67;209485;334573;24230.71
7900;274636.00;218077;342290;25516.23
8000;278508.08;218128;340034;25694.78
8100;282291.08;224721;353542;25154.56
8200;281271.10;233463;341023;23529.80
8300;291237.59;222218;387784;27533.57
8400;292654.45;233976;367194;29383.40
8500;295075.53;239247;380673;25483.25
8600;303610.66;244486;419365;30044.80
8700;298715.25;242856;362908;25931.57
8800;308241.95;239805;383716;27750.99
8900;317082.96;254694;390087;30887.43
9000;313140.58;253964;395358;26809.77
9100;316197.02;253397;410579;26188.14
9200;324161.41;256124;402616;31525.55
9300;327162.13;265398;409361;27794.04
9400;334063.02;264457;393391;26760.92
9500;336298.69;267433;410497;28364.18
9600;332968.86;269028;408578;30812.08
9700;337425.15;280579;405723;27812.68
9800;347560.23;283494;409901;29702.79
9900;347986.29;287866;418605;27622.37
10000;358289.82;292377;444096;29029.06
