n;avg;min;max;standard_deviation
100;1634.00;1634;1634;0.00
200;3405.00;3405;3405;0.00
300;3786.00;3786;3786;0.00
400;7306.00;7306;7306;0.00
500;10454.00;10454;10454;0.00
600;13993.04;13898;13994;9.55
700;18444.00;18444;18444;0.00
800;17965.25;17535;19256;745.21
900;19859.02;18559;19942;328.44
1000;24048.00;24048;24048;0.00
1100;25496.24;23376;29612;2954.05
1200;27299.88;27045;27477;212.47
1300;34216.49;33167;34688;703.45
1400;38746.00;32019;41629;4403.86
1500;39920.84;38503;42335;1850.11
1600;37848.74;34496;41070;3286.34
1700;42662.60;39640;48276;4119.11
1800;46334.89;43770;58089;4793.01
1900;52091.83;49168;56665;3656.66
2000;55414.27;54490;58419;1332.83
2100;55248.40;51318;61144;4813.74
2200;65520.65;62987;72566;3910.44
2300;72197.75;65585;76954;5592.32
2400;68177.70;64143;73109;4460.53
2500;69009.30;65969;75172;2775.99
2600;78440.06;71450;82781;3754.23
2700;80020.88;72240;87400;5714.66
2800;93104.60;85346;99816;7162.24
2900;96157.51;82785;99331;3606.19
3000;90865.62;83698;95319;5164.32
3100;89020.56;78908;102252;9077.07
3200;92179.37;88898;95792;2991.14
3300;100622.01;96238;104999;3459.33
3400;104639.18;101114;108084;2907.12
3500;110721.72;98618;119688;8051.91
3600;110504.19;94107;115921;7170.30
3700;105123.34;94230;110354;4694.58
3800;121132.40;111719;136085;7838.18
3900;129881.17;121052;136749;5926.00
4000;117620.93;110830;124417;5052.01
4100;137907.79;110555;153034;14519.54
4200;133090.42;130595;135007;1726.52
4300;138877.42;130039;150137;9052.12
4400;134664.53;124633;144017;6557.41
4500;158093.75;145094;185682;14315.21
4600;151053.80;127388;164527;15315.97
4700;153700.28;139843;179648;14540.39
4800;155437.04;146037;169720;9494.12
4900;153530.89;138135;178991;13268.63
5000;166838.19;150484;188136;17454.84
5100;176089.92;144597;194567;16948.03
5200;161241.69;141900;185297;13990.97
5300;170255.35;149597;191389;15281.23
5400;166254.84;162791;171549;3603.12
5500;185376.53;175961;194830;8040.52
5600;187288.46;177703;218331;12275.72
5700;182211.10;162785;190557;10808.10
5800;189697.56;179794;202698;7967.25
5900;193132.74;177657;209024;12381.17
6000;188327.06;178104;202169;8668.52
6100;205421.51;178180;223959;17654.85
6200;216221.40;192725;236230;17599.60
6300;212355.06;170997;225216;11716.63
6400;220298.40;201974;237162;12355.69
6500;212008.15;187976;235561;18618.30
6600;219932.34;201428;246012;16019.21
6700;216094.92;196176;252545;21549.23
6800;235129.65;197824;265188;20062.95
6900;242582.79;210019;263703;19727.69
7000;225144.26;187802;279120;30382.36
7100;261564.96;204959;339260;38330.03
7200;235335.59;204037;267115;21946.04
7300;233704.86;207057;283431;25469.53
7400;253492.52;220093;290557;20751.33
7500;259748.45;229643;292196;21653.08
7600;269912.04;240894;288368;14207.76
7700;272899.73;245166;346664;33248.01
7800;261559.79;221229;318854;23359.46
7900;273556.03;240232;312411;24288.45
8000;265955.27;236337;286097;15796.77
8100;277628.53;243243;310053;26292.29
8200;289555.91;256402;317099;17342.43
8300;301280.17;253889;347955;24807.05
8400;289715.89;254871;326485;20942.29
8500;282590.82;263175;352164;17098.81
8600;321381.55;279503;344553;15552.21
8700;295137.84;263340;326941;19716.86
8800;301930.82;285394;343559;17598.74
8900;331612.45;254434;371273;37461.36
9000;310224.36;289170;330116;11483.75
9100;318256.95;280954;380535;35155.94
9200;330159.80;302151;350356;17457.37
9300;324236.40;309732;344490;10090.81
9400;344699.06;311334;372856;23439.46
9500;338271.97;306269;376188;25478.78
9600;336433.89;290965;363984;20422.93
9700;331539.89;300454;371108;25204.00
9800;344481.34;304305;433957;36683.46
9900;363368.19;325225;384437;17521.00
10000;331026.91;297453;371309;23761.37
