n;avg;min;max;standard_deviation
100;527.61;387;615;48.42
200;1175.11;1041;1336;62.71
300;1912.44;1735;2120;72.61
400;2645.27;2397;3025;100.66
500;3464.15;3105;3707;127.56
600;4266.33;3891;4825;167.32
700;5048.94;4578;5479;183.59
800;5856.27;5411;6238;198.24
900;6707.74;6248;7428;253.13
1000;7588.89;6936;8413;302.04
1100;8477.46;7939;9203;296.77
1200;9304.80;8465;10429;359.39
1300;10219.80;9003;11482;364.95
1400;11089.14;10239;12492;402.77
1500;11960.05;10936;12894;430.60
1600;12798.54;12022;14059;400.43
1700;13772.29;12758;15893;485.07
1800;14657.49;13793;16184;449.82
1900;15607.35;14308;17247;606.56
2000;16453.37;15215;17598;527.79
2100;17479.88;16295;18947;599.60
2200;18336.72;16796;20700;614.64
2300;19319.78;17510;21417;619.06
2400;20069.68;18549;21798;652.80
2500;21083.32;19810;23230;712.90
2600;22037.62;20529;24069;730.86
2700;22947.97;21341;25242;734.61
2800;23997.69;22311;25752;735.97
2900;24679.22;22716;27342;857.16
3000;25791.72;23893;28261;899.13
3100;26636.15;25071;28679;800.15
3200;27659.07;25896;30296;873.20
3300;28569.44;26501;31258;913.93
3400;29651.56;27491;32103;925.60
3500;30649.46;28799;33398;931.00
3600;31438.37;29390;34662;1058.56
3700;32440.49;30588;34680;892.65
3800;33524.33;30957;37227;1195.18
3900;34422.26;31610;37564;1106.46
4000;35462.66;33313;38816;1151.83
4100;36585.92;34200;42999;1431.99
4200;37458.43;34811;41352;1267.43
4300;38259.39;35235;44269;1292.39
4400;39160.57;36841;41883;1138.02
4500;40179.45;37291;44398;1315.87
4600;41455.28;38200;45440;1506.58
4700;42394.75;39722;47864;1400.66
4800;43106.27;39758;48073;1492.10
4900;44229.28;40531;48304;1529.60
5000;45096.79;41880;50930;1610.50
5100;46187.13;42975;49161;1193.82
5200;47343.06;44334;52149;1447.49
5300;48192.87;45625;52439;1551.59
5400;49206.10;46338;52876;1375.97
5500;50258.44;45825;53462;1314.70
5600;51065.82;48120;55038;1403.43
5700;52328.16;47927;56307;1535.15
5800;53569.22;50795;60071;1836.26
5900;54381.35;49985;61996;1882.51
6000;55349.19;51115;65817;1932.50
6100;56397.95;52144;62454;2000.98
6200;57333.28;53280;64363;1705.31
6300;57995.78;54972;63916;1632.17
6400;59193.90;55721;64705;1716.64
6500;60320.35;55913;64755;1739.33
6600;61189.56;57330;66669;1932.33
6700;61991.75;57426;65603;1716.05
6800;63627.41;59972;69213;1845.57
6900;64343.81;59871;74054;2177.81
7000;65213.05;61019;71826;1958.36
7100;66084.53;62662;70678;1779.73
7200;67853.86;63469;78140;2484.37
7300;68635.59;64570;75251;2136.16
7400;69614.77;65385;74226;1911.56
7500;70185.11;65945;76211;1960.67
7600;71828.89;66566;78292;2453.08
7700;72406.02;67687;80298;2250.67
7800;74093.27;69464;80291;2595.08
7900;75110.12;69203;83358;2315.72
8000;76048.90;71295;81985;2403.33
8100;76440.62;72067;82093;2142.12
8200;78175.79;72014;85775;2388.49
8300;78904.35;73769;85509;2532.29
8400;79814.04;74493;86815;2209.54
8500;80790.65;75960;87529;2488.71
8600;82219.63;77277;89468;2249.75
8700;83346.46;78291;91554;2671.23
8800;84036.14;79367;97079;2660.68
8900;85271.22;79964;91904;2566.25
9000;85806.05;81699;93255;2120.07
9100;87206.97;83101;96245;2949.60
9200;88211.35;82607;95130;2476.54
9300;88831.81;83602;97138;2916.76
9400;90264.74;85245;97421;2598.27
9500;91092.95;85624;99243;2714.74
9600;92591.00;87675;104152;3219.33
9700;94013.74;88521;104106;2976.32
9800;94748.57;88859;103665;2510.45
9900;95912.91;89097;108632;3238.27
10000;96631.33;91822;105817;2590.42
