n;avg;min;max;standard_deviation
100;596.00;596;596;0.00
200;1371.00;1371;1371;0.00
300;2072.00;2072;2072;0.00
400;2914.00;2914;2914;0.00
500;3813.00;3813;3813;0.00
600;4846.42;4492;4850;35.62
700;5521.00;5521;5521;0.00
800;6550.25;6429;6914;210.01
900;7356.30;7173;7368;46.31
1000;8278.00;8278;8278;0.00
1100;9021.98;8987;9040;25.11
1200;9713.45;9563;9818;125.42
1300;11897.73;11334;12151;377.86
1400;11830.20;11724;12078;162.22
1500;12993.21;12825;13092;128.91
1600;13464.06;13104;13810;352.93
1700;14824.30;14498;15000;239.44
1800;15626.41;15494;16405;284.89
1900;16928.43;16836;17073;115.60
2000;18441.14;18212;19220;331.43
2100;19047.80;18785;19223;214.58
2200;19462.45;19375;19612;106.30
2300;20872.90;20752;20958;100.98
2400;21868.90;21625;22167;269.64
2500;23431.01;23269;24322;301.17
2600;24020.38;23743;24443;289.75
2700;24335.19;24102;24590;227.75
2800;25618.24;25420;25826;190.62
2900;27306.47;26290;27888;528.79
3000;28742.15;27822;30006;921.10
3100;28604.74;27451;30413;1085.66
3200;30333.94;29839;30842;416.60
3300;31005.23;30432;31825;461.89
3400;32058.96;31420;32728;549.77
3500;33379.97;32504;34225;736.75
3600;33912.38;33671;34533;330.14
3700;34867.70;34505;35823;474.33
3800;35938.25;35365;36748;465.85
3900;37361.42;36483;38282;677.89
4000;38802.31;38286;39503;478.29
4100;39106.54;38234;39915;608.48
4200;40450.22;39050;41650;1147.18
4300;41437.91;40947;42312;597.76
4400;42086.20;41476;47667;816.44
4500;43410.41;42304;44622;1008.17
4600;45543.94;44931;46595;618.21
4700;45968.52;45408;47066;629.96
4800;46346.26;45656;47930;786.77
4900;47754.01;46449;49854;1033.59
5000;49339.25;48712;52047;885.63
5100;50048.76;48430;52836;1491.04
5200;51122.35;48702;53328;1535.86
5300;52081.53;50240;52709;728.15
5400;52814.88;51545;53772;905.89
5500;54804.26;53961;55273;572.37
5600;55493.76;53703;56700;954.67
5700;57808.47;54740;59511;1695.93
5800;58671.04;56460;63449;2499.77
5900;60886.44;58894;62842;1333.62
6000;61320.39;60016;62945;1250.26
6100;59664.90;57222;62052;1603.45
6200;60416.96;59259;61105;702.77
6300;63082.87;62200;64225;728.09
6400;65196.05;62628;70201;2654.56
6500;64620.65;62940;66324;1040.25
6600;65774.94;64112;66853;1029.76
6700;67164.74;65096;70322;1954.61
6800;68670.09;67226;70485;1137.01
6900;71115.15;66759;74232;2939.66
7000;70342.23;68052;72212;1296.77
7100;73812.78;71261;77148;1796.37
7200;72992.60;70914;77099;1936.75
7300;73857.56;71330;78262;1443.10
7400;75365.56;73525;77025;931.28
7500;76404.27;74734;78100;1139.17
7600;79878.86;75466;85293;2871.59
7700;79763.52;77516;84026;2053.84
7800;79623.13;78250;81651;907.80
7900;81094.84;78346;84565;2154.90
8000;82193.47;80287;84069;1327.15
8100;84994.34;80170;88860;2926.75
8200;84085.31;81466;88290;1640.68
8300;84675.62;79810;88294;2584.08
8400;86774.77;85397;90912;1729.64
8500;87794.67;84416;91778;2361.92
8600;89977.37;86086;93279;2164.41
8700;90446.81;86014;93199;1798.40
8800;91061.03;89197;95426;1968.79
8900;90840.09;87985;94715;1489.68
9000;93766.44;90263;96901;2017.22
9100;95013.41;92364;98385;2329.95
9200;98136.82;93395;103294;3412.11
9300;97366.03;91539;99982;2495.88
9400;97784.05;91216;103071;3456.73
9500;99475.75;96322;106482;3040.85
9600;101182.42;97546;106423;2235.87
9700;100938.52;96743;107969;3585.14
9800;101831.31;97446;103708;1511.25
9900;103956.72;100115;109722;2834.98
10000;104613.53;99055;107181;2557.00
