n;avg;min;max;standard_deviation
100;9;8;25;2.20
200;12;11;15;0.58
300;23;21;40;3.73
400;31;29;47;2.87
500;39;37;56;3.64
600;46;45;71;4.10
700;54;51;86;3.91
800;62;57;91;5.08
900;72;67;87;3.71
1000;80;76;105;5.08
1100;86;81;118;5.19
1200;95;88;116;5.69
1300;102;95;132;6.52
1400;107;99;178;9.92
1500;119;109;155;7.08
1600;130;123;158;6.70
1700;137;129;172;7.91
1800;142;132;202;11.54
1900;151;140;192;10.42
2000;162;147;230;10.85
2100;163;153;227;10.09
2200;175;161;227;10.27
2300;180;168;221;8.81
2400;189;179;235;9.47
2500;204;190;258;13.78
2600;210;197;267;12.04
2700;214;196;251;11.63
2800;224;207;283;11.35
2900;236;215;312;14.69
3000;248;229;301;12.69
3100;252;235;305;11.21
3200;256;240;303;12.72
3300;262;247;320;11.98
3400;273;253;331;13.99
3500;284;263;336;15.04
3600;293;268;351;15.62
3700;300;280;369;18.12
3800;308;284;383;15.88
3900;316;297;367;12.53
4000;318;297;364;14.19
4100;330;312;369;12.90
4200;338;311;394;16.72
4300;344;322;415;15.95
4400;357;332;460;19.81
4500;367;329;414;17.96
4600;378;348;452;17.30
4700;383;357;448;16.00
4800;393;362;447;16.95
4900;396;367;477;18.56
5000;399;360;470;21.29
5100;418;390;483;18.54
5200;412;375;526;22.81
5300;426;394;486;15.43
5400;435;409;522;19.02
5500;443;422;506;16.66
5600;451;405;506;21.34
5700;464;427;538;19.79
5800;473;427;546;20.33
5900;479;449;545;16.85
6000;487;443;547;16.38
6100;496;459;550;18.15
6200;501;462;595;24.20
6300;513;474;598;25.36
6400;509;476;578;21.30
6500;519;478;593;19.31
6600;546;510;605;21.42
6700;537;501;623;24.81
6800;553;510;622;22.49
6900;558;520;654;24.06
7000;575;532;696;31.24
7100;580;528;653;24.80
7200;580;542;647;20.29
7300;599;559;724;27.41
7400;602;563;668;24.23
7500;609;559;677;26.64
7600;616;556;701;25.48
7700;615;573;705;23.76
7800;639;597;769;30.21
7900;635;587;706;24.18
8000;641;611;727;20.36
8100;648;604;757;24.06
8200;656;596;796;28.46
8300;660;624;748;21.78
8400;675;616;742;25.55
8500;684;640;774;25.07
8600;686;642;754;20.50
8700;700;663;783;24.82
8800;702;658;799;23.52
8900;722;682;815;24.90
9000;729;668;803;26.25
9100;741;684;811;26.25
9200;741;684;890;31.86
9300;748;699;906;28.44
9400;755;705;857;28.81
9500;767;734;888;27.21
9600;776;728;896;30.23
9700;786;721;873;30.99
9800;787;744;886;31.92
9900;792;728;890;33.19
10000;806;733;900;35.43
