n;avg;min;max;standard_deviation
100;1588.68;1309;2145;149.09
200;3953.00;3021;5190;382.71
300;6523.17;4878;7843;637.91
400;9275.56;7284;12087;868.12
500;11973.20;9518;14309;983.58
600;15151.13;12869;19285;1229.89
700;18044.23;14717;23009;1692.17
800;21146.47;16816;24569;1792.11
900;24720.96;19472;31970;2158.26
1000;27843.90;22317;34911;2260.78
1100;30780.79;24100;38558;2588.53
1200;34146.39;28427;40214;2727.65
1300;37402.47;29925;44851;3126.07
1400;41133.83;34585;49888;3435.85
1500;44514.96;36813;53395;3413.51
1600;47655.29;40636;57535;3794.05
1700;51889.99;44207;62566;4247.07
1800;55098.34;45009;71306;4529.28
1900;58248.08;47292;68367;4271.51
2000;61834.58;51621;77577;4920.39
2100;65834.53;55557;78211;4813.19
2200;68517.61;57992;80449;5533.29
2300;71581.82;57777;86213;5617.18
2400;75762.47;62201;96074;6213.35
2500;79687.14;64787;93982;5882.01
2600;83717.49;69854;103394;7553.21
2700;87091.68;72019;102829;6342.70
2800;90284.20;73877;105826;6455.47
2900;94505.73;78952;112972;6807.71
3000;97764.20;79481;126155;8586.96
3100;102116.88;83099;128286;8685.04
3200;105414.94;85968;131424;8736.75
3300;109387.51;91045;129461;7956.64
3400;111732.35;92889;142739;8064.98
3500;115260.78;96777;137751;8028.07
3600;120246.89;99684;145065;9811.53
3700;124799.53;105100;149889;10136.31
3800;130123.79;112304;159519;9331.53
3900;130085.09;100133;156834;10866.80
4000;136354.82;112615;165737;11243.27
4100;139278.56;116558;173965;11116.54
4200;143480.19;115209;175570;11905.57
4300;146660.73;110559;180020;12406.75
4400;149871.13;122059;183905;13280.17
4500;155769.11;132464;196263;12205.58
4600;158652.89;136093;185102;12170.71
4700;163059.47;138017;196334;12795.21
4800;166911.86;142047;201203;12279.17
4900;169680.26;140438;209892;12696.83
5000;174829.00;142510;221721;14478.87
5100;178108.42;148591;202655;12075.70
5200;180047.39;149467;217672;14374.62
5300;184541.09;152558;223381;14597.10
5400;190307.53;160243;232126;15192.28
5500;194955.49;152801;260083;16208.01
5600;200602.35;159155;234356;16357.13
5700;202649.80;161008;250332;15354.47
5800;206057.14;163667;244403;16260.98
5900;211863.83;180029;268350;17577.64
6000;213590.36;166057;250455;17494.25
6100;218295.90;182254;265205;16726.50
6200;221924.01;186271;266387;17950.99
6300;229380.96;196075;276196;14822.50
6400;233579.54;179894;289419;20225.83
6500;236527.26;194820;286862;19753.48
6600;238858.76;186362;300015;19212.07
6700;244505.58;213791;288414;18307.05
6800;248747.95;209191;321915;19413.24
6900;250737.61;208091;318492;21073.48
7000;256332.30;204019;309891;19257.32
7100;257691.05;220226;311088;19013.11
7200;264845.24;204666;317728;23093.36
7300;269826.09;213878;318433;21280.80
7400;273027.58;229169;335704;19030.04
7500;277348.18;229040;322679;20937.79
7600;280359.58;235578;328814;19135.34
7700;281664.51;230507;338022;23280.63
7800;288179.44;240948;337406;22686.83
7900;291433.37;254203;337220;19618.38
8000;296482.94;241189;358877;24939.46
8100;302679.43;248792;379895;25234.82
8200;310048.13;244391;367327;23190.97
8300;309513.60;237325;367974;24189.56
8400;309821.90;254466;395507;25375.73
8500;311526.16;266095;385658;24909.88
8600;322256.70;268594;384091;23760.42
8700;333182.12;269763;414413;26791.00
8800;325580.02;272848;399950;22338.43
8900;330916.39;268862;414751;28039.20
9000;336767.78;274379;448340;27409.44
9100;339700.58;291017;407819;25590.93
9200;348928.81;277371;428373;27032.16
9300;345993.32;268909;399497;22995.88
9400;349529.20;287829;431199;29309.15
9500;355137.57;303377;416176;26840.60
9600;367332.23;312060;420885;23778.87
9700;363506.74;298526;485260;31849.28
9800;368975.08;294599;451256;30266.76
9900;380394.95;298124;476371;30087.28
10000;382003.10;319606;435392;24821.13
