n;avg;min;max;standard_deviation
100;1720.94;1351;2462;225.55
200;4311.28;3364;5604;420.40
300;6835.97;5290;8300;631.43
400;9844.73;7942;12925;882.17
500;12857.98;10727;15441;1055.62
600;15877.15;12342;19271;1390.45
700;18949.37;15340;23139;1811.84
800;22254.18;18175;27970;1970.40
900;25250.66;21096;31197;2132.79
1000;28887.86;24473;36179;2500.74
1100;31717.68;26419;40271;2867.16
1200;35561.62;29401;45718;3205.72
1300;38724.70;31082;47451;3359.76
1400;41793.51;34164;51073;3384.67
1500;45293.18;37237;55476;3496.74
1600;49010.09;39714;59934;3927.73
1700;52483.80;44463;66083;4136.36
1800;55665.09;42456;67479;4575.13
1900;60032.61;47042;71503;4926.10
2000;63072.47;50344;79654;4948.09
2100;67596.35;52805;81333;5625.37
2200;70675.60;56605;89690;6136.17
2300;73272.54;58642;91494;5863.88
2400;77649.87;58375;93381;6952.49
2500;80835.88;65479;95335;6254.59
2600;85055.72;71955;106599;6347.48
2700;88871.39;71916;107659;7245.53
2800;92340.85;72155;113815;7357.52
2900;95907.81;81011;116761;8083.54
3000;100433.73;82561;124454;7780.77
3100;102291.28;82270;123393;7614.52
3200;107550.19;89939;132304;8768.40
3300;111870.11;93785;136847;8701.19
3400;114376.85;96981;130297;7758.15
3500;119353.91;100316;147216;9715.07
3600;123803.49;103381;148061;11003.33
3700;127470.55;103253;150228;9484.80
3800;130482.68;111374;159737;10819.81
3900;134370.20;115384;157492;9664.93
4000;138834.30;116813;162196;10172.25
4100;142282.41;118409;172968;11083.40
4200;147151.39;122106;183371;11062.34
4300;151154.45;122899;179283;11139.41
4400;152740.93;126544;186754;12532.53
4500;158736.81;133172;195005;13155.76
4600;160499.35;126101;198050;13619.69
4700;165102.01;138745;201163;12453.31
4800;169174.80;138528;194783;14016.82
4900;171761.08;137105;206729;13554.68
5000;179145.78;154179;214155;13675.11
5100;182381.46;147192;217736;16014.87
5200;184730.75;149311;216013;14241.50
5300;190070.10;153992;222459;15265.42
5400;194842.40;161630;238339;15924.18
5500;196814.51;165759;239219;14603.89
5600;201702.27;162810;254504;16700.04
5700;204490.44;171709;272459;17771.46
5800;209627.37;172893;269614;16288.12
5900;213060.31;179387;265944;16436.03
6000;215181.16;171653;255435;17575.99
6100;221868.83;184410;269214;18735.39
6200;229163.94;192437;267017;17182.97
6300;229100.64;175354;276407;18901.32
6400;234822.64;191141;284259;17299.64
6500;236948.66;199133;308351;19965.84
6600;240329.91;192108;290771;19934.82
6700;245144.17;208582;301165;18346.76
6800;251848.76;213753;304279;19193.78
6900;251008.11;211163;312331;20335.76
7000;258406.35;219597;301607;17232.24
7100;261334.29;217364;311997;20307.91
7200;265132.80;221783;310257;22572.89
7300;275761.68;222165;319849;20930.78
7400;272965.17;216018;347581;23426.10
7500;280325.81;235509;370327;24217.05
7600;284298.93;233740;339401;20708.22
7700;282924.89;234396;320600;21086.33
7800;290540.13;247365;332324;19065.15
7900;296045.97;247528;372788;22671.20
8000;298707.64;249132;356204;20700.06
8100;301721.87;248742;367741;24272.73
8200;307022.44;258544;377966;21799.77
8300;313528.42;254916;388786;25919.69
8400;313866.03;256872;380810;24756.18
8500;322174.64;274147;398931;25527.53
8600;322602.91;253519;388117;28407.61
8700;329507.48;282548;408159;26002.98
8800;335855.77;276955;417088;25617.85
8900;335469.67;279767;409997;29155.64
9000;338918.51;288758;419426;24974.12
9100;343993.66;290614;414787;28841.71
9200;351604.49;298130;421929;25864.09
9300;356997.18;302450;448977;26969.59
9400;358226.19;292040;430226;29406.85
9500;362421.02;310679;425884;24956.28
9600;366740.52;304161;433291;26339.19
9700;373979.80;308938;448550;29737.51
9800;377167.93;311455;448961;32574.15
9900;377909.12;314346;455920;28655.34
10000;388342.47;322487;477290;32327.89
