n;avg;min;max;standard_deviation
100;1070.00;1070;1070;0.00
200;2518.00;2518;2518;0.00
300;3547.00;3547;3547;0.00
400;4952.00;4952;4952;0.00
500;6377.00;6377;6377;0.00
600;7857.93;7653;7860;20.60
700;9357.00;9357;9357;0.00
800;11176.50;11138;11292;66.68
900;12311.44;12289;12663;88.82
1000;14094.00;14094;14094;0.00
1100;15351.42;15279;15492;100.90
1200;17045.73;16778;17431;321.17
1300;18399.62;18337;18539;93.42
1400;19505.00;19028;20618;728.63
1500;21860.66;21780;21998;105.25
1600;23710.94;23255;24149;446.91
1700;25306.10;25136;25622;231.81
1800;26724.23;26471;27788;458.85
1900;27927.76;27622;28406;382.40
2000;30465.34;29919;30730;377.46
2100;30322.40;30210;30491;137.66
2200;33249.45;33016;33617;280.98
2300;33432.52;33220;33849;250.05
2400;36956.90;36506;37508;498.49
2500;37473.56;36914;37941;431.48
2600;38712.02;38184;39272;538.71
2700;41628.15;40829;42070;421.47
2800;43057.46;42671;43229;184.33
2900;44004.84;42721;45296;1225.03
3000;46463.93;44684;47019;973.07
3100;46298.16;45173;47399;1009.52
3200;49234.97;48517;49934;589.93
3300;51712.69;48785;53258;1568.70
3400;52822.89;52361;53364;400.14
3500;53431.71;52817;54884;870.89
3600;55687.17;54331;57836;1248.04
3700;57599.10;56228;58063;583.77
3800;61001.49;58150;61800;1217.53
3900;61455.66;59249;62789;1184.47
4000;62350.34;61158;63091;767.74
4100;62653.71;61649;63990;985.02
4200;65682.45;64053;67734;1221.35
4300;67418.58;66579;68889;810.52
4400;68145.23;66542;69303;1123.80
4500;69971.00;69434;70694;564.60
4600;71685.52;70568;73725;1202.35
4700;76034.40;71585;79337;2214.93
4800;75903.99;73778;77999;1444.97
4900;77981.88;77152;78902;700.42
5000;79190.26;76626;80472;1450.31
5100;80651.70;79605;81704;760.39
5200;82477.63;80404;84205;1410.59
5300;84549.84;83155;85743;996.07
5400;85720.32;84975;86619;552.97
5500;86878.44;85195;88693;1080.93
5600;89945.38;87496;91936;1575.90
5700;91123.33;88921;93531;1815.14
5800;92538.05;90425;95189;1767.31
5900;94896.96;92715;99784;2514.46
6000;98117.68;95847;100395;1439.19
6100;96943.20;94930;99378;1639.59
6200;99715.52;98577;101484;1014.88
6300;102386.24;100182;104477;1344.47
6400;103676.91;100218;109734;3305.87
6500;105069.32;101404;107597;2241.47
6600;107021.30;103728;109975;2404.47
6700;107775.11;106848;108441;573.94
6800;109306.77;107041;115393;2817.27
6900;112445.45;110222;114797;1576.91
7000;113416.00;111105;116226;1323.05
7100;115838.17;111624;119501;2805.64
7200;118074.88;115248;121175;1958.39
7300;120045.47;116560;124247;3077.44
7400;120805.16;118069;127036;3023.85
7500;121664.50;118998;124404;1549.52
7600;123247.64;119215;127443;1936.91
7700;126102.19;121765;130149;2472.77
7800;126803.20;124808;129674;1778.60
7900;127645.33;126076;130582;1536.58
8000;130824.21;129389;132753;1201.92
8100;134806.06;131568;141471;3021.07
8200;134046.97;132274;135553;1039.87
8300;134278.89;132608;136325;1243.78
8400;137417.23;135305;140929;2103.35
8500;139781.66;136625;143237;1902.20
8600;141041.72;139398;147408;1600.74
8700;143956.10;141163;149607;2247.82
8800;145339.84;142215;149975;2359.68
8900;146879.11;144420;149112;1584.86
9000;148067.16;145083;151893;1909.56
9100;150829.93;145974;153464;2364.15
9200;152701.54;150227;154528;1366.63
9300;154420.76;147900;157898;3564.17
9400;155237.84;150475;160730;3314.17
9500;157020.67;152907;160885;2595.12
9600;160133.03;156555;162703;1785.29
9700;160169.53;157776;164822;2131.51
9800;163672.56;160137;172857;3645.58
9900;166458.84;161904;170850;3096.46
10000;166531.66;163253;169504;1894.85
