n;avg;min;max;standard_deviation
100;7;4;15;1.78
200;14;7;24;2.97
300;22;12;34;3.65
400;29;15;41;3.92
500;37;19;73;5.78
600;44;23;76;5.64
700;52;27;74;6.96
800;61;31;87;7.45
900;68;34;89;5.65
1000;76;38;135;11.95
1100;82;42;114;8.64
1200;88;42;131;12.39
1300;94;49;126;10.30
1400;103;53;144;11.94
1500;108;56;151;13.38
1600;116;54;153;13.61
1700;124;62;162;11.65
1800;129;65;157;13.07
1900;136;69;176;13.37
2000;145;75;183;10.93
2100;153;83;193;15.11
2200;158;82;182;15.14
2300;167;87;201;13.51
2400;175;150;245;12.12
2500;183;133;255;14.84
2600;189;176;243;9.67
2700;197;182;269;12.02
2800;207;187;251;10.84
2900;215;110;270;15.99
3000;222;111;277;20.68
3100;226;113;275;21.01
3200;236;175;282;14.84
3300;245;118;301;19.53
3400;247;113;300;28.11
3500;259;152;321;17.58
3600;266;138;322;20.18
3700;268;140;349;26.87
3800;288;137;372;23.50
3900;285;149;378;21.07
4000;294;145;359;25.30
4100;301;154;351;25.81
4200;304;155;345;20.07
4300;313;167;385;23.71
4400;324;170;429;24.27
4500;330;184;394;23.13
4600;334;170;402;28.78
4700;342;183;402;32.29
4800;347;178;408;27.72
4900;355;178;432;24.60
5000;368;206;453;25.85
5100;373;181;435;30.99
5200;377;193;419;30.11
5300;384;189;455;30.75
5400;394;193;482;35.67
5500;404;367;497;19.23
5600;412;234;463;27.12
5700;407;218;489;37.53
5800;421;254;532;27.47
5900;421;215;487;43.47
6000;432;242;520;32.63
6100;441;224;530;30.58
6200;449;227;544;30.31
6300;454;239;515;27.55
6400;470;243;550;29.18
6500;477;285;560;30.37
6600;485;454;565;23.22
6700;493;438;609;25.99
6800;494;261;583;33.09
6900;506;461;594;24.22
7000;509;252;589;35.02
7100;523;482;578;18.87
7200;528;246;617;38.89
7300;531;272;639;58.18
7400;545;499;658;24.38
7500;545;274;644;46.90
7600;565;282;687;43.44
7700;574;521;641;25.27
7800;570;300;699;39.97
7900;579;314;654;36.64
8000;572;291;666;59.98
8100;585;303;668;46.21
8200;596;309;693;45.34
8300;597;306;678;47.04
8400;604;313;709;46.45
8500;611;312;702;55.43
8600;629;578;756;27.04
8700;630;338;713;48.58
8800;638;318;736;54.37
8900;646;594;793;26.77
9000;648;327;758;48.85
9100;657;328;733;48.62
9200;672;606;762;29.32
9300;673;344;788;53.09
9400;682;350;778;42.95
9500;684;355;807;54.31
9600;704;643;793;22.97
9700;709;656;842;31.63
9800;713;383;817;53.04
9900;716;397;813;43.67
10000;727;672;815;26.35
