n;avg;min;max;standard_deviation
100;8;7;16;0.91
200;15;15;25;1.94
300;21;21;24;0.87
400;29;28;38;1.57
500;37;35;54;3.13
600;44;42;69;4.51
700;53;51;80;4.27
800;59;54;92;5.88
900;69;64;91;4.13
1000;75;71;99;4.27
1100;80;75;107;4.93
1200;92;85;126;7.70
1300;95;90;127;4.91
1400;107;101;142;6.71
1500;113;107;141;5.69
1600;92;60;156;30.53
1700;127;117;165;7.99
1800;135;121;205;11.17
1900;146;134;186;10.93
2000;154;142;211;13.71
2100;160;150;189;8.42
2200;167;156;208;9.03
2300;171;156;229;11.54
2400;177;166;232;9.12
2500;184;171;237;10.39
2600;198;184;236;7.90
2700;199;184;259;12.77
2800;214;198;257;12.31
2900;217;204;253;8.72
3000;230;215;286;12.12
3100;229;211;291;12.34
3200;242;222;281;13.35
3300;247;231;293;12.62
3400;260;237;339;16.68
3500;219;129;309;60.59
3600;268;251;312;14.37
3700;278;259;336;13.63
3800;290;268;339;13.46
3900;291;261;338;15.36
4000;300;277;336;14.78
4100;311;290;387;17.07
4200;314;297;395;14.89
4300;323;290;395;18.22
4400;324;297;376;17.76
4500;341;319;410;17.81
4600;346;318;392;15.32
4700;350;325;443;16.50
4800;364;334;456;20.90
4900;361;332;442;18.91
5000;377;351;456;18.74
5100;382;352;436;16.65
5200;347;193;466;84.62
5300;403;375;462;15.51
5400;406;372;487;16.44
5500;369;205;477;85.43
5600;424;389;520;21.07
5700;427;404;480;14.36
5800;437;410;494;17.02
5900;444;414;501;19.61
6000;454;422;524;18.82
6100;459;416;519;19.04
6200;463;419;544;23.09
6300;424;243;537;84.00
6400;470;430;563;23.66
6500;476;451;561;21.49
6600;495;448;565;22.72
6700;498;456;557;22.73
6800;504;471;591;21.86
6900;518;474;634;26.50
7000;521;484;589;21.81
7100;529;494;600;22.68
7200;547;496;637;29.50
7300;549;510;647;26.11
7400;510;276;632;97.73
7500;554;507;623;23.47
7600;569;520;659;25.32
7700;572;533;678;25.89
7800;578;529;667;24.54
7900;591;546;709;26.55
8000;597;557;666;21.51
8100;608;551;681;25.90
8200;601;558;704;21.98
8300;620;563;693;26.24
8400;621;536;706;26.31
8500;626;590;687;21.18
8600;630;595;711;21.97
8700;641;607;738;22.38
8800;652;597;740;25.06
8900;660;612;733;21.90
9000;673;624;731;21.02
9100;684;628;785;29.43
9200;681;611;767;27.24
9300;699;656;796;25.86
9400;690;636;749;25.38
9500;709;663;805;29.41
9600;710;639;829;31.77
9700;708;645;769;26.17
9800;722;667;791;24.75
9900;734;668;829;25.13
10000;741;675;853;32.86
