n;avg;min;max;standard_deviation
100;1390.58;848;1846;181.87
200;3168.81;1981;4043;468.39
300;5144.96;3560;6842;650.29
400;7167.66;4493;9147;872.63
500;9260.78;5668;12316;1172.08
600;11554.02;7513;14155;1326.14
700;13646.12;8055;17182;1592.70
800;16010.72;10108;19972;1475.39
900;18494.38;12327;21411;1608.83
1000;20752.12;13572;24313;1677.90
1100;23250.83;13585;26693;2241.78
1200;25219.20;15974;30440;2537.75
1300;27712.73;17162;32289;2646.45
1400;30704.55;19116;38328;2782.95
1500;33180.99;21222;39140;3128.09
1600;35310.50;21937;42369;3520.61
1700;38573.16;22970;47075;3046.37
1800;40409.17;27640;47796;3024.19
1900;42912.01;28127;50859;3351.29
2000;46989.81;39731;54326;3328.96
2100;47504.70;28741;56839;4744.59
2200;50410.95;34548;58624;3762.12
2300;52540.07;30958;62054;5321.80
2400;56561.80;37995;66726;4250.94
2500;57926.00;36913;69870;5334.97
2600;61926.17;53519;72094;3653.64
2700;64013.30;55940;78409;3978.62
2800;65710.60;42793;87170;5902.54
2900;69760.71;59513;81775;4868.26
3000;71860.83;62776;86711;4533.39
3100;74913.53;47860;87816;6639.97
3200;76940.75;47519;92589;6309.31
3300;79290.86;49239;93090;7553.98
3400;83388.55;54635;100887;7131.68
3500;86034.59;54124;103245;6617.28
3600;88755.29;58723;107985;7648.08
3700;91245.70;59351;105931;6893.27
3800;94743.37;65491;110511;6805.72
3900;96598.98;67300;109437;6510.78
4000;99138.67;63674;116812;8583.94
4100;102670.74;62413;124643;9252.59
4200;104917.70;69005;122337;8304.91
4300;107281.16;69999;125412;9076.27
4400;111411.26;96501;128448;6633.24
4500;112955.06;97598;132664;6939.14
4600;117440.99;101841;138875;6688.02
4700;120966.67;72358;146019;9528.97
4800;121796.09;82592;144257;8251.34
4900;126047.34;108352;144424;7882.89
5000;126107.21;79768;145243;9496.65
5100;130489.77;84757;153244;9480.56
5200;133946.21;79135;156106;11083.12
5300;135381.59;83289;156050;11066.38
5400;137594.28;89180;159872;13368.31
5500;141715.96;88986;164482;9420.47
5600;144902.94;85584;166847;14027.29
5700;148239.43;123447;171625;9088.20
5800;150042.16;98431;178340;12347.85
5900;155554.13;134668;180756;9253.37
6000;157609.82;115438;186389;11567.48
6100;160962.50;100542;189393;11630.96
6200;161462.40;99098;192295;13564.34
6300;164857.96;115632;192462;12372.32
6400;164818.43;111845;189541;11456.67
6500;172063.08;111515;199853;11842.36
6600;175329.86;118901;202707;12101.83
6700;176150.11;102192;199896;13776.52
6800;179262.86;110415;217069;13522.55
6900;183831.68;129759;212925;14226.39
7000;184616.73;112858;211321;14069.68
7100;189764.38;109369;215108;13120.11
7200;192450.49;120946;222998;15081.37
7300;194870.63;118817;224610;17211.51
7400;199499.49;121354;234159;14899.32
7500;200377.36;129211;234645;14546.38
7600;203694.95;125401;235840;15126.97
7700;207231.03;121044;247109;17136.99
7800;208429.95;147244;237544;13238.53
7900;213537.89;184180;245401;14067.89
8000;217994.36;136736;244890;14858.22
8100;218756.83;143283;249792;16773.67
8200;218930.91;133817;251886;21766.51
8300;223678.68;141356;264952;17872.04
8400;226839.22;147969;259987;19536.12
8500;229207.12;150137;260068;16769.35
8600;236289.59;147094;277263;18413.54
8700;239042.26;206932;274490;15380.64
8800;240196.91;203573;268879;15632.46
8900;242856.06;205161;272186;13677.26
9000;246896.58;166247;284440;16805.72
9100;245939.91;154625;298040;22208.53
9200;249203.72;156217;282825;17177.70
9300;253928.38;167491;305595;21178.24
9400;258000.18;158873;298840;17671.70
9500;259090.29;153974;302985;19068.44
9600;263090.58;174716;307150;18808.83
9700;267426.18;155518;305518;18807.84
9800;266490.29;171658;303093;22612.71
9900;273944.34;175504;325374;20291.27
10000;277434.94;173474;315054;21702.32
