n;avg;min;max;standard_deviation
100;1674.00;1674;1674;0.00
200;3659.00;3659;3659;0.00
300;6219.00;6219;6219;0.00
400;9826.00;9826;9826;0.00
500;12198.00;12198;12198;0.00
600;15814.88;14615;15827;120.59
700;19148.00;19148;19148;0.00
800;19804.50;18623;23349;2046.42
900;25014.00;24900;26800;451.22
1000;27206.00;27206;27206;0.00
1100;32023.42;30880;34243;1593.08
1200;33006.48;32708;33436;358.05
1300;38699.65;37424;41539;1903.16
1400;42314.60;41582;44024;1119.06
1500;46814.55;43737;48622;2358.50
1600;48456.14;46613;50227;1806.64
1700;49677.30;43254;53136;4713.41
1800;56006.72;55538;57742;832.80
1900;61214.96;60722;61986;616.52
2000;65975.02;63524;70743;1734.30
2100;68504.00;63608;71768;3997.57
2200;69674.16;66247;70793;1879.15
2300;78510.98;70153;79159;963.28
2400;80131.60;79129;81357;1108.42
2500;81689.29;77085;89828;3995.15
2600;85109.65;75769;93449;6881.95
2700;90889.58;86697;94844;4029.05
2800;89284.40;87373;89861;770.98
2900;104022.99;90258;116761;10317.14
3000;96788.04;93043;105163;4738.83
3100;117086.58;106117;132355;12820.87
3200;112948.07;105254;117367;4480.65
3300;118960.47;92382;127761;8483.88
3400;118110.23;117499;118594;450.28
3500;122494.03;112390;132809;8852.73
3600;130108.68;125470;137557;4840.93
3700;125464.26;110579;133629;10696.50
3800;138549.27;134913;140478;1948.11
3900;128542.66;123666;137357;4970.71
4000;151543.22;140341;162129;8816.76
4100;138345.33;129127;149807;8183.31
4200;139418.01;138530;140089;584.57
4300;156603.59;141989;163728;7956.05
4400;161368.56;147180;179613;10653.14
4500;158935.48;146711;173759;9856.89
4600;166605.05;162181;171607;3648.45
4700;164828.70;147031;183899;14005.52
4800;164444.11;154726;186430;7219.73
4900;182092.42;173036;204716;9070.65
5000;181145.26;161689;197462;10122.36
5100;194274.68;179561;217961;14886.08
5200;184483.98;169375;197676;9039.07
5300;202022.74;195501;209024;5503.67
5400;213591.44;182081;224234;12097.56
5500;196720.59;187979;211206;9596.81
5600;204862.09;195044;209218;3888.17
5700;233337.90;222655;260343;14251.93
5800;218933.92;199307;249274;17112.34
5900;228387.35;208688;238724;11811.37
6000;223959.85;192518;240742;15528.59
6100;224717.08;200516;241492;13774.90
6200;238917.79;220122;270278;19034.16
6300;220042.02;203674;243374;15190.52
6400;239825.25;203207;272826;24976.90
6500;243864.41;215853;261075;18751.44
6600;251933.00;214385;292287;24342.74
6700;255253.37;238739;290460;13394.56
6800;254284.62;215450;306530;27115.92
6900;259739.18;247399;279907;13408.23
7000;279200.66;257295;306467;19012.28
7100;263294.22;230405;281869;16434.25
7200;263234.45;234786;279349;15171.54
7300;297381.89;266080;323900;20479.22
7400;281061.50;248455;307380;19945.97
7500;290151.79;263717;319405;18895.58
7600;301390.73;263922;333019;24391.60
7700;301152.46;282630;335337;16721.03
7800;285933.56;264586;324433;20023.86
7900;307345.06;283799;336496;18013.61
8000;318678.74;289779;357520;20375.22
8100;325691.98;292560;370436;23573.24
8200;325466.87;299622;357779;17021.91
8300;330405.46;278662;368113;28706.04
8400;328784.16;298361;347224;16253.79
8500;346194.26;299885;393996;29584.17
8600;334230.14;318326;371004;13055.39
8700;348684.94;330531;380150;17211.78
8800;360000.34;322382;379720;19344.48
8900;356491.53;325734;376993;17090.33
9000;358195.44;329839;382749;16103.67
9100;363518.14;334797;427583;32253.97
9200;357178.34;339694;395559;20070.42
9300;363198.26;328226;398284;22834.20
9400;383220.14;351851;397608;13359.89
9500;383333.08;350222;421292;28921.46
9600;366199.28;322132;391068;18978.49
9700;390528.68;364187;416450;19357.43
9800;401764.00;359664;436234;23797.02
9900;393221.24;369879;442185;20386.31
10000;411235.13;358961;491513;37963.61
