n;avg;min;max;standard_deviation
100;1539.55;889;1989;247.19
200;3346.37;2452;4227;371.07
300;5730.92;4657;7027;460.51
400;7890.53;5465;10185;879.71
500;10956.11;8243;14665;1253.42
600;13546.02;10924;17869;1389.91
700;16039.06;12618;20945;1643.81
800;18685.23;13396;23766;1858.68
900;21356.50;16809;26862;2145.03
1000;24928.52;19270;32391;2576.05
1100;27950.46;21631;35517;2937.66
1200;30602.34;22936;36734;2830.43
1300;33928.21;27247;42889;3392.01
1400;37559.03;29789;48007;3559.38
1500;40637.39;31448;52849;4196.19
1600;42588.52;35566;56004;3700.16
1700;46831.35;37398;57643;4384.98
1800;49517.64;38647;67475;5226.43
1900;52307.25;41892;68618;5334.94
2000;55620.62;45649;71424;5487.50
2100;60010.19;45810;77869;6492.21
2200;64157.61;46574;77510;6827.69
2300;66475.70;53797;82387;6720.83
2400;71627.29;57731;85869;6464.20
2500;73158.48;50450;93737;7307.30
2600;77889.66;64836;97954;6868.71
2700;79606.58;62728;100528;7651.32
2800;86019.85;66556;106147;7594.61
2900;87608.73;68985;109107;7897.26
3000;90940.54;71937;114149;8841.16
3100;93847.67;75777;121880;8320.49
3200;98313.41;80131;121527;9382.14
3300;101735.15;85150;125943;8289.71
3400;103471.80;80784;137212;11555.68
3500;107529.27;87966;133798;10161.72
3600;110919.64;92229;144562;10035.82
3700;113854.48;86311;144351;10930.49
3800;120946.89;97840;152308;12073.03
3900;121487.67;102531;152775;10361.02
4000;125061.87;100286;169080;12328.26
4100;131266.61;111162;160708;10845.57
4200;134002.08;98267;171478;12066.84
4300;137830.36;113965;166498;11485.70
4400;143373.21;112759;176110;12525.26
4500;143699.63;115039;194351;12523.82
4600;146950.97;120406;174412;12649.76
4700;152781.36;124327;198244;14876.52
4800;154926.62;126820;192223;12278.04
4900;159762.37;133315;198514;13361.91
5000;163571.33;130521;211111;16507.78
5100;168243.01;139425;202594;14234.19
5200;170744.55;134610;209474;15373.62
5300;175059.38;143866;221681;17488.49
5400;180153.69;143171;217837;16270.87
5500;182392.60;141256;237951;18385.69
5600;183328.96;149790;229211;17064.77
5700;187108.76;150547;235429;16474.89
5800;192258.48;155138;234675;16194.03
5900;194755.73;153614;242836;17020.65
6000;198191.30;158854;240845;16434.43
6100;205337.75;172242;259804;19633.65
6200;207483.97;154912;254465;17889.26
6300;212739.09;174485;260040;19069.42
6400;214796.50;175194;266508;18165.46
6500;217416.37;179380;269564;20462.15
6600;223308.88;185737;279169;19593.49
6700;225129.45;180390;274012;20138.95
6800;228934.60;168118;283361;21994.94
6900;233068.17;177731;286291;21999.61
7000;239381.56;189090;300501;21499.40
7100;237443.54;194096;292495;21452.40
7200;245613.74;186363;316851;22876.50
7300;246178.51;186677;312887;21506.70
7400;252416.64;205524;313573;22753.80
7500;255219.29;205192;331753;23409.67
7600;260089.80;210613;322643;21292.03
7700;263548.96;214373;314054;22924.28
7800;274960.97;214591;356129;27935.76
7900;275696.47;222380;337137;24274.92
8000;279050.40;215196;347311;25094.51
8100;282297.61;215108;357568;28807.59
8200;283003.10;228233;341259;23980.24
8300;285159.31;238955;351308;24036.40
8400;291851.71;233497;374288;26303.56
8500;297591.79;247723;365219;25704.86
8600;300848.94;239126;355678;25833.69
8700;306909.80;240734;375018;28161.80
8800;312225.94;238788;409091;29335.58
8900;312370.61;257778;376222;25629.82
9000;316472.35;265466;376018;25701.96
9100;314819.72;257646;415726;31830.94
9200;328291.53;262250;409144;30951.01
9300;333338.18;267598;465789;31670.25
9400;339128.64;275307;409363;31660.91
9500;331081.01;274154;409894;29210.23
9600;340366.29;249182;403233;28334.24
9700;341094.52;278939;432393;31097.37
9800;346881.81;280259;431365;32752.39
9900;354004.25;279828;464148;35995.20
10000;354479.04;282026;445718;33208.73
