n;avg;min;max;standard_deviation
100;8;4;18;2.70
200;18;12;60;4.86
300;25;20;50;3.95
400;33;25;52;4.01
500;42;36;65;4.34
600;50;41;83;5.05
700;58;50;74;4.49
800;66;56;95;4.89
900;76;61;104;6.68
1000;83;72;116;5.72
1100;91;75;125;6.87
1200;99;80;141;9.09
1300;106;92;137;7.62
1400;117;99;149;9.08
1500;122;104;180;10.87
1600;132;120;199;13.16
1700;137;119;170;9.55
1800;145;123;175;9.35
1900;153;129;184;9.27
2000;160;135;207;12.32
2100;169;142;215;12.68
2200;181;145;237;12.79
2300;186;162;231;12.12
2400;193;166;248;14.77
2500;200;174;266;13.01
2600;207;179;242;10.89
2700;214;193;262;10.78
2800;231;192;289;18.09
2900;238;215;293;13.76
3000;245;213;307;16.51
3100;251;215;306;12.57
3200;261;221;313;13.59
3300;267;221;341;18.94
3400;277;228;351;15.20
3500;285;250;332;14.60
3600;293;255;354;17.60
3700;303;261;400;19.48
3800;310;254;364;19.84
3900;314;252;378;18.36
4000;324;279;393;19.03
4100;330;274;384;18.25
4200;342;276;414;20.25
4300;350;297;434;18.67
4400;359;303;417;21.41
4500;363;319;439;19.57
4600;371;313;454;22.98
4700;376;320;424;18.47
4800;390;352;498;23.60
4900;398;361;525;25.22
5000;401;358;468;19.08
5100;415;343;488;23.16
5200;424;378;540;23.89
5300;431;372;488;24.18
5400;435;378;529;21.76
5500;448;409;496;20.63
5600;456;407;520;21.33
5700;456;401;568;24.22
5800;462;403;515;19.26
5900;470;416;530;22.61
6000;482;413;630;28.65
6100;487;441;547;23.70
6200;492;423;546;23.67
6300;502;455;571;21.33
6400;521;432;603;25.24
6500;524;463;597;25.92
6600;534;474;617;26.10
6700;539;461;633;29.79
6800;552;480;661;30.75
6900;559;473;629;27.72
7000;566;498;663;30.05
7100;577;503;688;27.78
7200;589;508;801;35.37
7300;594;517;716;29.31
7400;597;542;752;28.11
7500;607;535;699;30.85
7600;622;535;739;34.00
7700;624;559;710;25.10
7800;623;531;759;32.18
7900;637;582;708;23.17
8000;640;565;742;30.05
8100;650;590;778;25.87
8200;655;569;752;33.27
8300;669;580;902;37.31
8400;673;572;770;30.96
8500;680;629;752;24.77
8600;685;616;779;28.55
8700;700;636;803;27.13
8800;708;617;859;37.93
8900;708;612;794;31.35
9000;721;640;835;33.08
9100;731;649;832;30.94
9200;733;642;831;34.86
9300;745;625;858;33.73
9400;749;688;830;28.56
9500;756;683;823;26.49
9600;767;662;839;27.92
9700;776;677;934;39.58
9800;784;678;852;29.70
9900;794;686;900;30.66
10000;800;691;913;33.91
