n;avg;min;max;standard_deviation
100;542.63;442;646;38.01
200;1203.42;1071;1422;62.91
300;1934.53;1750;2090;87.73
400;2691.20;2424;3054;129.59
500;3485.37;3068;3776;140.74
600;4316.60;3945;4740;175.29
700;5093.71;4689;5551;212.60
800;5954.28;5305;6627;241.76
900;6769.45;6110;7612;305.02
1000;7657.10;6892;8568;315.17
1100;8419.20;7668;9351;347.42
1200;9344.15;8545;10090;318.77
1300;10203.98;9532;11185;379.37
1400;11008.93;10319;11895;359.11
1500;12008.33;10888;13236;459.08
1600;12764.81;11587;13886;456.81
1700;13767.89;12407;15283;533.80
1800;14649.59;13553;16114;544.30
1900;15599.10;14148;17094;540.50
2000;16495.57;15382;18107;579.18
2100;17356.94;15960;19132;563.52
2200;18095.82;16591;19431;586.29
2300;19246.60;17978;20926;683.01
2400;20065.36;18713;22008;653.53
2500;21001.34;19471;23006;698.76
2600;21984.94;20197;24823;797.64
2700;22992.96;21072;25529;812.17
2800;23973.66;22338;25823;798.31
2900;24777.21;22435;27489;965.07
3000;25673.79;23557;27492;812.10
3100;26898.70;25241;29212;841.16
3200;27427.44;25264;29753;809.08
3300;28591.06;26216;30996;908.67
3400;29471.61;26929;32667;888.93
3500;30554.29;27862;33626;1101.44
3600;31467.35;29432;33735;1048.82
3700;32505.71;30257;34910;971.38
3800;33090.10;30570;35653;1052.05
3900;34299.90;32287;36807;1002.95
4000;35172.75;33183;38295;1128.61
4100;36179.03;33079;39770;1135.92
4200;37318.45;34790;40063;1152.20
4300;38301.92;35134;41753;1251.48
4400;39051.45;36229;41931;1234.30
4500;40163.67;37807;44470;1308.51
4600;41191.77;37945;45342;1494.27
4700;42362.44;39633;46167;1232.09
4800;43223.85;40100;47855;1428.09
4900;44150.39;41181;48607;1297.17
5000;45276.01;41653;48738;1323.03
5100;46210.67;42709;49609;1465.39
5200;46979.01;43632;50433;1511.15
5300;48035.80;44372;50746;1306.79
5400;49393.37;44625;53485;1857.45
5500;50154.65;46205;54079;1593.24
5600;50931.51;46794;56368;1986.67
5700;52000.10;47443;55775;1601.25
5800;52804.02;49402;57563;1546.65
5900;53944.24;51101;58339;1530.50
6000;54940.93;51320;59171;1677.40
6100;55817.96;52712;59648;1589.58
6200;56854.26;52426;61686;1925.27
6300;57895.29;53664;64336;1839.52
6400;59229.03;55282;62891;1619.04
6500;59694.16;55909;63843;1731.00
6600;61267.93;56981;65385;1831.77
6700;61594.51;57170;66288;2082.27
6800;62924.67;57520;67258;2034.28
6900;64226.58;59918;70279;1929.99
7000;65483.65;59870;71318;2083.93
7100;66133.62;60682;72156;2030.16
7200;67287.32;63517;73284;1960.05
7300;68365.71;64269;72628;1945.77
7400;69098.14;65320;74171;1939.10
7500;70339.05;64355;76141;2242.65
7600;71023.92;67061;76701;2033.41
7700;72516.24;68783;76908;1850.68
7800;73102.14;68698;79520;2093.67
7900;74729.05;69399;83625;2338.36
8000;75587.56;70236;82263;2463.61
8100;76309.66;70822;82093;2383.37
8200;77364.07;71586;84129;2355.89
8300;78700.01;74242;84651;2240.92
8400;79035.22;73665;84192;2140.23
8500;80606.43;74865;86356;2401.61
8600;81111.81;76034;86302;2294.96
8700;82079.29;76706;87952;2318.68
8800;83512.78;78208;90280;2315.44
8900;84751.10;77988;93440;2863.20
9000;86025.62;80520;92601;2553.47
9100;86438.18;81282;94794;2646.00
9200;87380.16;82758;93887;2343.44
9300;88713.24;82958;95789;2559.53
9400;89775.27;82671;98189;2852.06
9500;91042.13;84985;98884;2607.72
9600;91449.59;86286;97342;2478.66
9700;92816.11;87565;100897;2886.81
9800;93756.28;87162;100072;2827.91
9900;94983.30;89592;101737;2850.20
10000;96144.61;90672;103606;2785.33
