n;avg;min;max;standard_deviation
100;798.00;798;798;0.00
200;1669.00;1669;1669;0.00
300;2933.00;2933;2933;0.00
400;4121.00;4121;4121;0.00
500;5297.00;5297;5297;0.00
600;6283.37;6122;6285;16.22
700;5483.00;5483;5483;0.00
800;7842.50;7583;7929;149.82
900;9980.62;9959;9982;5.46
1000;8001.00;8001;8001;0.00
1100;11880.66;11484;12085;284.70
1200;13168.98;12566;13588;502.65
1300;14690.03;14147;14934;363.98
1400;16217.40;16090;16272;83.40
1500;16890.31;16719;17182;223.54
1600;15524.23;13345;17618;2136.07
1700;20261.60;20032;20688;312.89
1800;20707.91;20598;21244;223.14
1900;21354.17;21353;21356;1.46
2000;23568.59;22546;23663;202.19
2100;21642.40;17626;24320;3279.38
2200;26499.97;25115;26916;756.94
2300;24057.92;19876;27486;3486.51
2400;28077.65;27823;28286;230.34
2500;29740.74;27782;30625;839.94
2600;29808.66;29191;30510;633.14
2700;32385.41;31595;32697;391.75
2800;33387.64;32149;34687;1147.23
2900;33565.90;32204;35557;1218.28
3000;37383.72;35740;38687;1284.13
3100;36311.52;35581;37888;620.32
3200;38888.47;36470;39637;1250.54
3300;40264.24;36782;43075;2418.96
3400;41494.69;41001;42390;616.60
3500;40866.18;40173;41713;677.60
3600;44120.65;42384;46593;1851.15
3700;46603.78;44756;47351;1036.49
3800;45330.97;44352;46753;976.11
3900;48458.87;46691;50852;1296.89
4000;47169.20;45891;50055;1230.50
4100;49331.32;47844;53385;1292.15
4200;51366.54;49068;53557;1729.25
4300;52819.90;51631;55357;1629.62
4400;55429.51;52224;57419;1864.90
4500;55704.06;54850;57404;640.18
4600;57887.81;56696;60203;1414.57
4700;57690.56;55215;61034;1966.27
4800;60526.32;59603;61484;631.33
4900;60363.90;57204;64461;2607.17
5000;61116.16;59148;63936;1425.72
5100;58813.76;45296;65685;7842.71
5200;64979.42;64087;66229;834.35
5300;66690.66;63167;70341;2367.95
5400;68198.98;66942;70992;1561.79
5500;68363.86;64291;71451;2690.73
5600;69480.92;65689;72604;2830.42
5700;67169.95;52293;73235;8081.45
5800;72461.87;70068;75639;1956.35
5900;76331.76;74472;78300;1443.15
6000;74062.53;72460;77041;1836.75
6100;76349.85;74092;79074;1920.61
6200;78299.48;74174;80582;2651.26
6300;82464.05;80983;84103;941.76
6400;80862.48;78577;84292;2157.15
6500;82976.42;81546;86636;1844.60
6600;83101.86;81342;85673;1732.09
6700;85771.30;81007;89804;3370.58
6800;86900.64;83801;89768;1749.16
6900;88417.77;86444;91634;1874.76
7000;89280.88;85803;91809;2548.85
7100;91734.60;87098;97460;3516.59
7200;90496.43;87878;95002;1886.37
7300;94938.77;89402;101380;3360.31
7400;95263.10;91260;97997;2056.51
7500;95945.18;92490;100741;2798.45
7600;96355.21;92737;102560;3348.36
7700;98597.96;94784;104693;3033.53
7800;99792.80;95388;103448;2745.77
7900;100816.46;96382;105979;3774.91
8000;101855.75;97804;106977;2767.01
8100;103660.94;98786;109557;3646.03
8200;105613.37;99347;110093;3059.34
8300;105833.07;100639;109999;3121.71
8400;109921.02;105168;114535;2866.22
8500;108992.08;105299;111210;1890.00
8600;110381.61;105906;116728;2682.99
8700;111546.94;108276;117647;3213.66
8800;112894.64;108671;118497;3147.83
8900;115702.78;112779;120516;2635.54
9000;114847.47;109761;119629;2966.74
9100;114374.47;91686;122990;8525.67
9200;118088.01;112278;123150;3356.45
9300;119084.50;114451;122381;3218.29
9400;122780.14;117580;127746;3937.29
9500;122250.04;117676;130940;2991.41
9600;125130.52;122321;129332;2440.69
9700;126125.31;119839;131983;3431.65
9800;125087.30;121619;127238;1861.24
9900;126732.82;123584;133376;3022.94
10000;129425.68;125746;134495;2714.80
