n;avg;min;max;standard_deviation
100;8;4;18;2.48
200;15;9;32;2.73
300;25;13;51;4.75
400;32;17;51;4.41
500;42;22;68;4.83
600;51;35;84;5.46
700;59;31;92;9.04
800;67;37;87;7.72
900;78;42;97;8.51
1000;87;46;129;11.63
1100;95;50;135;10.04
1200;101;53;152;16.01
1300;113;58;170;12.64
1400;119;64;160;15.51
1500;126;65;170;13.35
1600;136;69;187;17.02
1700;144;77;211;11.85
1800;154;124;201;12.09
1900;160;87;201;11.77
2000;169;90;213;13.13
2100;181;162;222;12.24
2200;187;99;237;18.93
2300;197;103;238;15.34
2400;204;108;236;13.97
2500;213;112;272;17.57
2600;220;115;314;21.42
2700;232;120;293;19.68
2800;247;220;292;14.44
2900;252;132;302;25.96
3000;262;133;349;24.80
3100;268;140;319;25.25
3200;279;150;325;22.48
3300;284;147;346;26.79
3400;295;151;376;27.77
3500;305;152;377;33.85
3600;313;160;411;30.57
3700;319;167;449;28.77
3800;334;171;398;24.94
3900;337;183;397;27.56
4000;346;173;406;35.13
4100;354;175;414;28.95
4200;365;336;446;17.91
4300;373;197;502;27.52
4400;381;188;460;27.80
4500;392;204;456;26.94
4600;397;204;468;33.58
4700;402;215;489;28.48
4800;410;210;463;41.58
4900;423;217;484;36.39
5000;430;229;494;39.46
5100;440;235;524;28.82
5200;448;236;543;41.57
5300;458;419;521;20.21
5400;461;250;541;41.31
5500;474;250;541;31.03
5600;484;252;560;40.38
5700;490;266;558;32.17
5800;497;455;554;20.75
5900;508;302;560;28.06
6000;514;268;575;39.96
6100;519;267;616;49.59
6200;529;266;616;43.26
6300;544;299;615;31.39
6400;556;287;635;51.97
6500;558;304;676;49.41
6600;573;523;651;31.08
6700;588;537;743;33.10
6800;585;317;692;46.62
6900;599;318;688;48.90
7000;601;303;718;66.27
7100;622;568;721;28.51
7200;623;329;737;58.03
7300;637;308;739;40.44
7400;642;345;761;48.55
7500;651;357;749;39.28
7600;663;345;779;55.78
7700;672;364;784;51.95
7800;683;344;806;47.97
7900;680;356;779;69.99
8000;702;379;780;69.63
8100;711;646;834;34.95
8200;718;641;813;29.36
8300;717;383;783;51.82
8400;729;665;854;32.81
8500;736;418;854;46.98
8600;744;687;837;28.12
8700;765;716;906;34.45
8800;759;396;844;48.51
8900;770;409;913;48.96
9000;776;428;856;44.78
9100;792;417;918;49.82
9200;807;749;941;38.01
9300;812;426;955;55.28
9400;813;443;940;50.70
9500;819;430;909;50.32
9600;842;760;958;37.72
9700;824;428;970;82.30
9800;853;447;971;51.41
9900;860;804;946;28.88
10000;871;813;973;35.19
