n;avg;min;max;standard_deviation
100;8;8;17;1.64
200;18;17;35;2.41
300;23;22;32;1.48
400;34;33;43;2.03
500;46;44;59;2.96
600;52;50;77;4.54
700;61;58;93;6.45
800;68;63;99;5.77
900;77;71;95;4.08
1000;84;79;124;7.03
1100;97;92;128;6.09
1200;102;96;144;8.43
1300;103;95;134;7.67
1400;113;106;148;6.96
1500;124;115;163;7.22
1600;132;125;162;7.04
1700;137;123;184;10.27
1800;154;145;213;12.26
1900;154;138;193;10.90
2000;160;142;200;11.10
2100;180;165;248;14.83
2200;185;173;245;13.71
2300;179;154;248;18.26
2400;193;184;246;10.20
2500;202;187;256;13.14
2600;215;205;270;11.14
2700;220;205;272;10.92
2800;234;213;275;10.63
2900;250;219;326;15.77
3000;257;232;331;16.45
3100;261;241;296;11.49
3200;268;231;325;18.25
3300;276;257;362;17.52
3400;277;261;312;10.09
3500;291;261;345;17.66
3600;297;274;338;13.29
3700;307;274;389;20.90
3800;306;280;358;17.32
3900;322;297;377;17.03
4000;326;281;417;25.47
4100;335;313;416;16.72
4200;350;330;403;13.96
4300;354;335;409;16.60
4400;358;334;400;14.43
4500;366;338;440;21.27
4600;370;326;424;18.53
4700;385;364;449;15.79
4800;392;365;484;19.92
4900;399;369;463;20.31
5000;418;394;480;16.45
5100;418;390;473;16.85
5200;416;367;487;24.09
5300;428;388;520;26.50
5400;438;400;506;20.16
5500;442;390;518;22.46
5600;462;435;515;16.35
5700;461;394;580;32.83
5800;469;427;554;22.96
5900;478;414;613;30.17
6000;496;460;587;18.70
6100;492;419;546;29.39
6200;494;427;564;28.81
6300;511;466;574;22.05
6400;517;459;590;27.53
6500;518;465;604;26.82
6600;535;501;614;21.97
6700;549;516;635;22.03
6800;552;502;608;23.65
6900;549;481;660;33.80
7000;567;492;668;31.69
7100;575;535;651;24.76
7200;584;539;670;25.75
7300;586;511;738;34.72
7400;594;519;685;28.14
7500;609;566;711;27.38
7600;615;575;695;24.88
7700;611;541;722;33.58
7800;632;594;735;26.93
7900;642;571;778;33.01
8000;654;618;744;24.24
8100;654;597;755;28.69
8200;655;612;716;22.88
8300;668;627;750;24.16
8400;686;636;751;26.83
8500;677;620;747;27.21
8600;692;604;768;25.63
8700;695;660;756;21.76
8800;708;660;797;24.87
8900;710;651;808;24.53
9000;733;675;822;28.73
9100;738;657;856;35.50
9200;743;687;904;32.95
9300;736;674;824;31.14
9400;756;677;896;36.74
9500;767;717;854;22.91
9600;780;729;874;26.96
9700;778;723;881;29.83
9800;780;727;880;29.59
9900;808;749;914;30.88
10000;801;744;920;30.31
