n;avg;min;max;standard_deviation
100;481.82;364;547;35.95
200;1058.39;944;1188;54.70
300;1727.36;1553;1934;73.54
400;2379.69;2220;2597;89.59
500;3099.75;2664;3424;128.67
600;3814.21;3472;4177;144.06
700;4581.78;4128;5186;178.70
800;5287.90;4871;5829;193.82
900;6076.91;5524;6669;228.65
1000;6910.22;6195;7547;253.39
1100;7702.40;7077;8800;302.80
1200;8451.51;7688;9617;330.29
1300;9186.14;8500;10066;303.69
1400;10093.01;9364;11286;386.35
1500;10812.95;9921;11757;353.65
1600;11635.23;10874;12885;424.46
1700;12455.46;11477;14239;535.28
1800;13383.02;12426;14917;488.17
1900;14208.11;12856;15572;544.04
2000;14984.48;13750;16363;533.37
2100;15858.65;15010;17761;506.47
2200;16673.26;15301;18940;652.76
2300;17680.22;16436;19291;684.17
2400;18378.11;17156;20561;675.79
2500;19276.40;18056;21152;632.84
2600;20010.56;18639;22174;625.37
2700;21038.08;19681;24273;702.61
2800;21858.11;19820;25146;845.75
2900;22559.77;20941;24878;778.24
3000;23684.72;21653;26005;795.89
3100;24474.20;22704;26573;822.04
3200;25364.29;23452;27512;910.91
3300;26250.96;24423;30109;974.33
3400;27108.64;23917;30055;1036.71
3500;28015.81;25716;30873;923.22
3600;28915.95;26824;32046;1100.63
3700;29707.35;28000;32584;1032.20
3800;30636.82;28212;34487;1068.71
3900;31585.99;29383;34567;1073.79
4000;32406.44;29871;36041;1226.39
4100;33587.25;30932;38160;1244.34
4200;34146.37;31435;37202;1073.81
4300;35260.98;32705;39373;1301.30
4400;36152.67;32919;40235;1196.26
4500;37151.07;34587;41273;1265.54
4600;37716.13;35473;40959;1198.78
4700;38923.34;35539;44048;1430.77
4800;39759.61;37218;42398;1132.07
4900;40530.74;38121;46348;1329.08
5000;41452.14;38617;45997;1381.80
5100;42339.72;39847;46621;1426.69
5200;43578.99;39877;47436;1414.89
5300;44351.13;41742;47994;1303.22
5400;45249.66;42227;51367;1580.00
5500;46358.71;42532;53263;1546.17
5600;47125.16;43938;52807;1727.64
5700;48074.64;45081;51962;1581.23
5800;49185.04;45109;53315;1652.11
5900;49773.47;45889;53698;1580.15
6000;50856.59;47107;55549;1521.37
6100;52046.60;47761;58733;2243.62
6200;52676.46;49694;56556;1540.22
6300;53877.04;50783;59495;1619.33
6400;54673.77;50944;60024;1774.77
6500;55466.43;52325;60547;1740.96
6600;56602.50;52831;61455;1816.46
6700;57390.79;53557;64647;1950.82
6800;58573.36;54406;65147;1944.40
6900;59482.46;55400;65641;2007.47
7000;60057.74;56547;69097;1987.13
7100;61225.37;57604;67058;1990.10
7200;62165.05;59011;68605;1868.36
7300;63129.21;58181;69634;2106.38
7400;63806.87;59654;68604;2011.79
7500;64796.28;59767;70907;2141.01
7600;66091.67;61148;73185;2298.45
7700;67032.58;62600;74688;2070.21
7800;67247.45;62664;72856;1999.98
7900;68539.73;63913;73590;2196.26
8000;69769.21;65288;78708;2386.75
8100;70998.61;64913;76962;2401.45
8200;71667.12;64727;78908;2597.21
8300;72280.73;67549;80298;2242.84
8400;73654.00;69147;78590;2234.77
8500;74578.37;68957;80160;2346.51
8600;75778.91;70640;84157;2589.52
8700;76725.88;71844;85524;2764.51
8800;77358.27;71957;84050;2372.78
8900;78115.74;72453;84471;2276.50
9000;79661.06;73649;86474;2664.47
9100;80355.66;74048;89359;2651.96
9200;81743.73;73912;90709;2855.76
9300;82185.03;77438;94658;2954.95
9400;83607.17;78272;91699;2926.35
9500;84395.32;79437;92378;2679.64
9600;85300.70;78550;93960;2954.33
9700;86249.51;79379;92469;2542.95
9800;87452.06;81871;99748;2899.68
9900;87985.34;82913;94277;2615.40
10000;89106.36;81266;98280;3086.75
