n;avg;min;max;standard_deviation
100;835.78;569;1144;78.85
200;1949.67;1637;2300;106.94
300;3217.37;2735;3644;153.42
400;4432.07;4051;4821;156.90
500;5736.28;5321;6139;180.61
600;6990.82;6437;7584;213.93
700;8401.87;7926;9203;272.68
800;9642.25;8943;10452;305.81
900;11033.36;10267;11719;297.67
1000;12290.94;11555;13329;353.31
1100;13693.41;12665;14619;403.69
1200;15035.52;14266;16172;416.05
1300;16512.17;15606;17749;456.29
1400;17934.24;16974;19249;485.78
1500;19319.47;17960;20566;470.09
1600;20739.40;19684;21984;493.64
1700;22176.74;20602;24357;596.81
1800;23528.78;22137;24919;540.60
1900;24889.23;23433;26333;596.19
2000;26360.45;25026;27851;593.79
2100;27700.63;26344;29437;622.14
2200;29210.41;27328;31108;734.22
2300;30649.55;29184;32610;703.74
2400;32149.69;30102;34348;830.01
2500;33606.29;32088;35785;767.34
2600;35248.41;33474;38094;936.71
2700;36647.80;34832;39509;913.31
2800;37963.25;36164;40268;889.85
2900;39535.65;37287;41597;854.14
3000;40868.52;38829;43513;887.96
3100;42435.37;40162;45479;1008.36
3200;43953.52;41694;47826;1149.87
3300;45382.69;43183;49107;1090.99
3400;47120.35;44919;50147;999.28
3500;48414.60;45741;51934;1124.16
3600;49757.50;47447;53280;1111.13
3700;51341.68;49056;54747;1054.15
3800;52829.44;50159;56457;1322.58
3900;54210.55;51501;57862;1197.79
4000;55618.66;52412;59105;1339.67
4100;57365.23;55009;60529;1243.08
4200;58713.15;56106;63075;1272.21
4300;60470.05;57892;64292;1384.58
4400;61815.72;58689;67319;1502.28
4500;63248.27;60875;66486;1307.69
4600;64642.49;62191;68522;1299.36
4700;66311.08;63600;69939;1380.95
4800;67626.06;64352;71010;1454.49
4900;69666.70;66675;75175;1457.90
5000;70481.88;68269;74200;1311.64
5100;72458.77;69128;77041;1705.09
5200;73988.49;70497;78489;1554.57
5300;75559.43;71736;81950;1806.61
5400;76856.45;72448;81274;1652.37
5500;78701.84;73840;82807;1687.77
5600;79960.69;77092;84982;1596.80
5700;81549.12;77811;86491;1892.77
5800;83030.02;79111;89813;1924.98
5900;84437.74;80556;88408;1882.04
6000;86459.61;83108;92940;1968.88
6100;88259.89;83050;94244;2116.13
6200;89422.10;85865;95518;1638.14
6300;90880.74;86277;98665;2125.86
6400;92373.37;87614;99533;2013.51
6500;93820.39;90057;97707;1575.94
6600;95668.58;92114;104569;2057.86
6700;97005.02;93059;103128;2070.71
6800;98197.90;94753;104300;1882.77
6900;100235.25;95238;109573;2112.86
7000;101585.18;96498;108407;2121.50
7100;103312.49;99345;107427;1869.54
7200;105159.86;99924;117240;2750.47
7300;105998.19;100389;112199;2249.53
7400;107544.16;100694;116492;2378.93
7500;109054.77;105058;118131;2393.29
7600;110927.45;104940;116854;2217.44
7700;112414.21;106893;117664;2305.87
7800;114451.54;108362;123379;2584.78
7900;115562.03;110749;122208;2413.41
8000;116876.34;111987;124475;2438.27
8100;118678.27;113738;124432;2397.74
8200;120355.99;115371;129214;2638.66
8300;121386.63;115298;128041;2630.98
8400;123560.04;118088;136417;3138.00
8500;124912.20;118973;131261;2468.36
8600;125931.07;120898;135817;2557.87
8700;128015.99;121465;134670;2769.82
8800;129784.67;124196;139230;2736.15
8900;131478.35;126793;140886;2684.91
9000;132150.31;127717;140106;2482.20
9100;134248.98;129150;142576;2679.89
9200;135939.30;129388;144775;2955.55
9300;137472.03;129316;145583;2837.88
9400;138860.25;133111;147230;2821.55
9500;140266.78;135587;147327;2708.27
9600;142232.18;135117;153425;3429.88
9700;144179.34;137645;150734;2994.78
9800;145359.50;138940;156793;3087.90
9900;146416.35;140300;154518;3004.36
10000;148857.55;142496;156746;2768.85
