n;avg;min;max;standard_deviation
100;1412.66;886;1943;194.57
200;3274.80;1951;4433;495.21
300;5098.31;3125;7002;740.27
400;7300.36;4489;9914;737.72
500;9522.28;5887;11970;1137.82
600;11545.64;7248;14584;1145.81
700;13903.45;8097;17856;1843.35
800;16095.16;10170;20198;1922.02
900;18535.88;11572;22538;1801.23
1000;20908.90;13100;26242;2586.83
1100;23273.09;14224;28690;2408.43
1200;25766.16;16289;29967;2196.10
1300;28382.32;18237;33076;2455.50
1400;30477.15;17703;37101;3194.34
1500;32592.01;20549;38316;3381.13
1600;35294.13;21993;42122;3109.69
1700;38454.26;24083;46512;3346.25
1800;40738.33;26122;48797;3849.47
1900;42681.96;26476;52153;4212.31
2000;45525.27;28636;53659;4156.44
2100;48884.59;34102;59489;3907.39
2200;51244.00;31694;62439;4601.52
2300;53777.98;33778;63423;5060.84
2400;55058.37;33071;70726;6373.60
2500;58618.05;36118;68719;5118.22
2600;61992.80;37552;75187;6506.11
2700;64572.98;41518;77225;5342.18
2800;67494.12;39839;82592;5418.55
2900;69377.18;44423;82846;5986.18
3000;71661.97;44120;91633;6836.57
3100;75289.83;47321;90826;6424.54
3200;78653.95;66936;94100;5553.49
3300;80752.88;50928;94509;6138.67
3400;82107.07;50969;100131;7858.49
3500;84450.19;51000;100876;7850.44
3600;88777.29;52380;106857;8101.44
3700;91523.18;77714;107235;5906.65
3800;93838.49;62834;114839;6597.26
3900;97799.35;61571;115192;7960.00
4000;99586.05;62951;111650;6731.72
4100;104186.08;87032;124709;7389.26
4200;104492.52;67545;125497;8861.07
4300;109066.18;67356;127782;9133.43
4400;111602.15;67686;134058;9766.18
4500;111816.12;71807;129261;9567.27
4600;118064.70;69392;142704;11354.65
4700;119049.50;78896;138967;8314.80
4800;121405.51;79029;144396;10203.45
4900;124333.35;77501;148063;8980.45
5000;128506.76;113674;148561;7804.28
5100;130071.59;75929;157853;11386.64
5200;133155.70;116526;150280;7815.32
5300;134098.52;82740;161650;11208.01
5400;140958.51;122135;164912;9523.63
5500;142162.60;93073;168108;11115.86
5600;143628.56;90819;165441;13268.23
5700;148747.46;89277;185459;12621.97
5800;151029.03;127712;172150;9237.66
5900;153439.35;100477;177959;10809.25
6000;157064.59;109475;195426;12451.03
6100;160048.43;98494;187389;12600.04
6200;163343.11;99550;191634;11667.64
6300;163745.58;111341;194269;12878.17
6400;168218.85;145388;192809;9714.62
6500;170936.89;106511;202012;14761.74
6600;174282.27;154837;205123;9345.43
6700;178970.31;154810;210051;11205.90
6800;180199.21;123772;208125;12137.83
6900;181565.93;111601;216657;14160.94
7000;186160.15;167304;226471;11033.09
7100;189010.11;126740;217107;12502.75
7200;192247.07;122523;223078;13953.78
7300;194313.52;122001;235457;19929.82
7400;196049.71;117938;230846;17901.95
7500;199244.72;129840;236624;14845.40
7600;204192.15;135566;230548;15389.64
7700;206992.30;133424;246866;16854.20
7800;208010.60;132870;238412;15570.26
7900;209187.38;133540;254410;19642.63
8000;215525.80;135674;248184;16652.50
8100;216517.74;132353;254505;17299.37
8200;221911.42;192053;253398;13983.42
8300;227353.11;201207;257515;12598.57
8400;226990.69;148984;267158;18001.17
8500;232352.42;200375;281540;15944.09
8600;232491.58;154300;271899;17012.00
8700;233970.90;145809;286619;22014.07
8800;240660.05;211720;284344;13724.34
8900;243420.23;155832;283190;16686.40
9000;247257.37;208329;292278;15778.86
9100;249551.55;153344;307434;18994.88
9200;252904.39;214561;289261;15799.51
9300;254187.25;157300;298510;19439.73
9400;257421.81;172354;303215;18848.60
9500;259905.34;156001;315001;20383.33
9600;261159.22;166957;320838;20952.43
9700;266632.85;160427;324142;22517.36
9800;274109.11;222584;322809;16985.21
9900;274939.35;239760;310719;15455.58
10000;276828.13;227183;339809;18760.45
