n;avg;min;max;standard_deviation
100;8;7;17;2.38
200;16;14;33;2.85
300;16;15;35;3.07
400;29;27;46;4.00
500;37;34;53;3.90
600;44;42;63;3.21
700;51;48;77;4.88
800;59;55;86;5.90
900;70;64;94;5.72
1000;76;72;100;4.41
1100;81;74;117;6.90
1200;88;84;130;7.51
1300;93;86;126;7.24
1400;106;99;129;7.38
1500;111;104;143;6.18
1600;119;109;147;7.31
1700;123;114;151;6.00
1800;133;121;184;9.19
1900;143;136;177;6.36
2000;150;139;200;11.51
2100;157;147;228;10.30
2200;163;149;240;10.70
2300;171;161;224;10.91
2400;174;164;234;11.40
2500;185;175;227;10.75
2600;193;181;237;9.79
2700;199;183;244;11.58
2800;206;193;251;9.07
2900;215;199;248;10.34
3000;223;206;263;11.49
3100;228;208;274;11.49
3200;238;217;298;14.62
3300;246;226;308;14.62
3400;253;238;315;13.81
3500;261;244;298;11.25
3600;266;249;346;14.41
3700;275;256;329;13.15
3800;283;259;346;16.50
3900;290;268;337;14.98
4000;294;269;363;17.36
4100;300;278;389;15.12
4200;310;293;364;13.38
4300;314;284;369;17.77
4400;326;301;445;21.06
4500;330;307;399;15.15
4600;346;317;395;15.85
4700;348;317;416;16.42
4800;356;327;411;17.38
4900;359;338;431;17.88
5000;370;335;440;17.75
5100;376;342;441;16.72
5200;384;357;442;17.32
5300;390;365;448;15.34
5400;395;371;499;18.49
5500;406;372;482;17.93
5600;418;386;480;18.93
5700;425;390;510;21.48
5800;429;395;508;18.50
5900;437;403;484;16.66
6000;449;413;531;20.16
6100;450;412;501;17.41
6200;460;418;545;21.79
6300;457;423;538;20.41
6400;470;432;570;23.87
6500;477;444;545;18.99
6600;485;449;596;21.58
6700;483;446;563;22.85
6800;499;461;602;24.42
6900;506;466;594;23.35
7000;513;478;581;19.50
7100;524;488;685;27.98
7200;535;494;644;27.97
7300;538;502;622;23.84
7400;547;510;609;19.92
7500;549;501;633;24.58
7600;560;513;652;29.09
7700;571;532;680;23.39
7800;577;526;666;23.88
7900;580;551;651;21.79
8000;587;539;649;19.89
8100;596;546;675;24.34
8200;600;547;726;25.13
8300;607;561;723;25.59
8400;614;553;740;27.73
8500;615;578;700;22.89
8600;621;592;707;19.61
8700;634;599;701;22.56
8800;647;606;731;20.91
8900;651;615;731;21.10
9000;671;625;722;20.24
9100;679;636;815;27.58
9200;675;632;781;28.20
9300;685;647;757;23.90
9400;694;649;797;28.68
9500;694;647;760;20.44
9600;701;657;770;22.04
9700;718;651;877;34.95
9800;718;659;833;28.39
9900;732;679;893;35.02
10000;739;660;871;31.57
