100;541.618;672;10.492
200;1281.86;1544;20.531
300;2097.26;2488;31.554
400;2960.95;3488;42.474
500;3854.14;4488;55.141
600;4792.95;5576;68.046
700;5748.75;6676;79.814
800;6721.61;7776;93.515
900;7708.87;8876;101.198
1000;8707.11;9976;113.259
1100;9738.45;11152;125.08
1200;10781.6;12352;139.932
1300;11835.3;13552;153.299
1400;12896.1;14752;161.506
1500;13961.7;15952;171.263
1600;15040.9;17152;185.602
1700;16126.4;18352;198.317
1800;17215.6;19552;208.709
1900;18313.1;20752;222.829
2000;19412.6;21952;234.759
2100;20532.2;23204;247.661
2200;21675.7;24504;262.069
2300;22818.3;25804;273.615
2400;23964.4;27104;287.945
2500;25112.9;28404;299.83
2600;26269.2;29704;312.217
2700;27429.3;31004;326.632
2800;28590.1;32304;339.105
2900;29754.7;33604;352.045
3000;30920.1;34904;364.766
3100;32092.1;36204;377.077
3200;33277;37504;392.837
3300;34462.4;38804;406.796
3400;35652.7;40104;419.527
3500;36841.4;41404;431.083
3600;38032.4;42704;441.981
3700;39226.7;44004;457.286
3800;40423.1;45304;471.103
3900;41624.1;46604;483.622
4000;42822.4;47904;496.67
4100;44025.9;49208;506.287
4200;45266.3;50608;524.363
4300;46505.1;52008;539.061
4400;47747;53408;553.142
4500;48991.2;54808;566.331
4600;50231.6;56208;577.805
4700;51480.6;57608;593.142
4800;52728.7;59008;607.942
4900;53977.5;60408;620.403
5000;55224.6;61808;632.008
5100;56477.4;63208;641.67
5200;57735.5;64608;657.869
5300;58993.2;66008;672.679
5400;60253.5;67408;687.797
5500;61516.2;68808;702.273
5600;62776.3;70208;715.966
5700;64042.4;71608;730.491
5800;65305.9;73008;742.506
5900;66572.9;74408;756.24
6000;67838.6;75808;769.096
6100;69104.3;77208;781.109
6200;70382.6;78608;796.51
6300;71670.4;80008;816.149
6400;72953;81408;828.956
6500;74239.3;82808;845.548
6600;75526.1;84208;856.636
6700;76810.4;85608;871.08
6800;78102.1;87008;885.386
6900;79392.6;88408;899.485
7000;80681.7;89808;910.615
7100;81971;91208;922.126
7200;83259.5;92608;933.019
7300;84556.8;94008;952.618
7400;85854.9;95408;966.582
7500;87151.7;96808;979.147
7600;88444.6;98208;992
7700;89746;99608;1006.19
7800;91044.4;101008;1021
7900;92345.1;102408;1035.2
8000;93642.7;103808;1048.22
8100;94939.4;105208;1059.45
8200;96245.6;106616;1066.48
8300;97587;108116;1087.32
8400;98926.1;109616;1106.03
8500;100266;111116;1121.59
8600;101607;112616;1135.57
8700;102949;114116;1149.22
8800;104292;115616;1165.3
8900;105638;117116;1179.78
9000;106975;118616;1207.39
9100;108321;120116;1205.68
9200;109668;121616;1216.49
9300;111008;123116;1233.9
9400;112359;124616;1249.38
9500;113705;126116;1263.64
9600;115050;127616;1279.8
9700;116403;129116;1292.08
9800;117752;130616;1306.83
9900;119095;132116;1319.8
10000;120451;133616;1332.55
